申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,備註欄,行政區代碼,代表段號,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,代表地號或門牌,行政區,地段,代表地號,代表建號,特殊交易態樣說明,登記日期
買賣,房地(土地+建物),3,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"4,180,000",,,,無,1110115,,2,前峰段,22.11,特定住宅區,,,74.32,住家用,鋼筋混凝土造,12,710318,40,四層;,,,九如四路1990巷15弄9號四樓之1,鼓山區,前峰段,1690000,677000,,1110401
買賣,房地(土地+建物),2,1,,4,2,2,有,公寓(5樓含以下無電梯),"4,150,000",,,,無,1110315,,2,鼓南段三小段,26.51,第三種商業區,,,115.84,住家用,鋼筋混凝土造,5,850709,26,五層;,,,鼓南街39號五樓之1,鼓山區,鼓南段三小段,9990000,1416000,0101.裝潢費0102.傢俱設備費,1110401
買賣,房地(土地+建物),1,1,,5,2,2,有,公寓(5樓含以下無電梯),"3,500,000",,,,無,1110301,,2,內惟段八小段,20.83,第四種住宅區,,,75.49,無建物主要用途資料,鋼筋混凝土造,5,710225,40,五層;,,,正德路128號五樓之1,鼓山區,內惟段八小段,5650003,673000,0302.頂樓加蓋,1110401
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,500,000",,,,無,1110218,,2,內惟段一小段,25.73,第三種住宅區,,,86.51,無建物主要用途資料,鋼筋混凝土造,5,730402,38,五層;,,,鼓山三路214巷14號五樓,鼓山區,內惟段一小段,4700000,1338000,0302.頂樓加蓋,1110401
買賣,房地(土地+建物),2,1,,5,2,5,有,透天厝,"17,550,000",,,,無,1110223,,3,興隆段,92,第三種住宅區,,,234.46,見其他登記事項,鋼筋混凝土造,5,950616,16,一層;二層;三層;四層;五層;,,,先鋒路347巷91號,左營區,興隆段,8710046,1186000,0102.傢俱設備費0301.陽台外推0304.其他增建,1110401
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"15,830,000",,,,有,1110226,,3,福民段,23.81,第三種住宅區,,,171.68,見其他登記事項,見其他登記事項,15,1041116,6,十二層;,0,36.19,文自路735號十二樓,左營區,福民段,3370000,5340000,,1110401
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"12,690,000",,,"1,800,000",有,1091014,,3,新華段,15.32,第五種住宅區,,,181.59,見其他登記事項,見其他登記事項,15,1110112,0,十五層;,"1,800,000",40.17,至真路501號十五樓之1,左營區,新華段,30000,410000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"11,600,000",,,"1,400,000",有,1090815,,3,新華段,15.08,第五種住宅區,,,174.9,見其他登記事項,見其他登記事項,15,1110112,0,九層;,"1,400,000",33.47,至真路501號九樓之1,左營區,新華段,30000,404000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"11,310,000",,,"1,400,000",有,1080916,,3,新華段,14.96,第五種住宅區,,,165.43,見其他登記事項,見其他登記事項,15,1110112,0,六層;,"1,400,000",33.47,至真路501號六樓之6,左營區,新華段,30000,455000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"11,300,000",,,"1,600,000",有,1080908,,3,新華段,15.18,第五種住宅區,,,175.74,見其他登記事項,見其他登記事項,15,1110112,0,十二層;,"1,600,000",33.47,至真路501號十二樓之3,左營區,新華段,30000,435000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"11,080,000",,,"1,400,000",有,1080928,,3,新華段,15.18,第五種住宅區,,,175.74,見其他登記事項,見其他登記事項,15,1110112,0,三層;,"1,400,000",33.47,至真路501號三樓之3,左營區,新華段,30000,426000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"11,000,000",,,"1,300,000",有,1090523,,3,新華段,14.96,第五種住宅區,,,165.43,見其他登記事項,見其他登記事項,15,1110112,0,九層;,"1,300,000",33.47,至真路501號九樓之6,左營區,新華段,30000,458000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"10,900,000",,,"1,000,000",有,1100105,,3,新華段,14.41,第五種住宅區,,,148.73,見其他登記事項,見其他登記事項,15,1110112,0,十層;,"1,000,000",16.77,至真路501號十樓之6,左營區,新華段,30000,459000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"10,380,000",,,"1,500,000",有,1110228,,3,新民段,14.51,第五種住宅區,,,121.67,見其他登記事項,見其他登記事項,14,930701,18,九層;,"1,500,000",22.54,文強路233號九樓之2,左營區,新民段,800000,4881000,0301.陽台外推,1110401
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"9,000,000",,,,有,1110223,,3,新民段,13.47,第四種住宅區,,,97.36,住家用,鋼筋混凝土造,14,941125,16,十二層;,0,16.52,文強路300號十二樓之2,左營區,新民段,960000,5509000,0101.裝潢費0102.傢俱設備費,1110401
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"8,880,000",,,,有,1110228,,3,菜公段六小段,8.93,第五種住宅區,,,101.82,住家用,見其他登記事項,15,1001202,10,十五層;,0,17.58,民族一路1016之1號十五樓,左營區,菜公段六小段,11030000,5587000,,1110401
買賣,房地(土地+建物),1,1,,,,,無,住宅大樓(11層含以上有電梯),"8,400,000",,,,有,1100327,,3,新華段,10.77,第五種住宅區,,,95.82,見其他登記事項,見其他登記事項,15,1110112,0,十五層;,,,至真路501號十五樓之7,左營區,新華段,30000,489000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"8,230,000",,,"1,300,000",有,1090330,,3,新華段,10.81,第五種住宅區,,,124.53,見其他登記事項,見其他登記事項,15,1110112,0,九層;,"1,300,000",33.47,至真路501號九樓之2,左營區,新華段,30000,418000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,800,000",,,,有,1110303,有裝潢含家具,3,新庄段十四小段,13.06,第三種住宅區,,,103.42,住家用,鋼筋混凝土造,13,861218,24,四層;,0,4.83,文康路129巷20號四樓,左營區,新庄段十四小段,15280000,1768000,,1110401
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"7,770,000",,,"1,600,000",有,1080908,,3,新華段,10.81,第五種住宅區,,,124.53,見其他登記事項,見其他登記事項,15,1110112,0,十二層;,"1,600,000",33.47,至真路501號十二樓之2,左營區,新華段,30000,421000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"7,500,000",,,"1,000,000",有,1081230,,3,新華段,10.26,第五種住宅區,,,107.83,見其他登記事項,見其他登記事項,15,1110112,0,五層;,"1,000,000",16.77,至真路501號五樓之2,左營區,新華段,30000,414000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物),1,1,,,,,無,住宅大樓(11層含以上有電梯),"7,380,000",,,,有,1100123,,3,新華段,9.72,第五種住宅區,,,91.06,見其他登記事項,見其他登記事項,15,1110112,0,十三層;,,,至真路501號十三樓之2,左營區,新華段,30000,422000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"7,360,000",,,"1,000,000",有,1081005,,3,新華段,10.26,第五種住宅區,,,107.83,見其他登記事項,見其他登記事項,15,1110112,0,八層;,"1,000,000",16.77,至真路501號八樓之2,左營區,新華段,30000,417000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"7,110,000",,,"900,000",有,1081228,,3,新華段,10.26,第五種住宅區,,,107.83,見其他登記事項,見其他登記事項,15,1110112,0,三層;,"900,000",16.77,至真路501號三樓之2,左營區,新華段,30000,412000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"6,950,000",,,"800,000",有,1090803,,3,新華段,10.26,第五種住宅區,,,107.83,見其他登記事項,見其他登記事項,15,1110112,0,四層;,"800,000",16.77,至真路501號四樓之2,左營區,新華段,30000,413000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"6,770,000",,,"800,000",有,1081013,,3,新華段,9.29,第五種住宅區,,,100.3,見其他登記事項,見其他登記事項,15,1110112,0,三層;,"800,000",16.77,至真路501號三樓之7,左營區,新華段,30000,465000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"6,600,000",,,"1,400,000",有,1080925,,3,新華段,9.49,第五種住宅區,,,110.59,見其他登記事項,見其他登記事項,15,1110112,0,六層;,"1,400,000",33.47,至真路501號六樓之8,左營區,新華段,30000,480000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"6,600,000",,,"1,400,000",有,1080925,,3,新華段,9.49,第五種住宅區,,,110.59,見其他登記事項,見其他登記事項,15,1110112,0,七層;,"1,400,000",33.47,至真路501號七樓之8,左營區,新華段,30000,481000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"6,360,000",,,"800,000",有,1080922,,3,新華段,8.95,第五種住宅區,,,93.89,見其他登記事項,見其他登記事項,15,1110112,0,十一層;,"800,000",16.77,至真路501號十一樓之8,左營區,新華段,30000,485000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物),1,1,,,,,無,住宅大樓(11層含以上有電梯),"6,320,000",,,,有,1091229,,3,新華段,8.95,第五種住宅區,,,84.1,見其他登記事項,見其他登記事項,15,1110112,0,十四層;,,,至真路501號十四樓之5,左營區,新華段,30000,450000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物),1,1,,,,,無,住宅大樓(11層含以上有電梯),"6,250,000",,,,有,1090501,,3,新華段,8.95,第五種住宅區,,,84.1,見其他登記事項,見其他登記事項,15,1110112,0,八層;,,,至真路501號八樓之5,左營區,新華段,30000,444000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"5,450,000",,,,有,1110307,,3,新光段,7.81,第四種商業區,,,84.66,住家用,鋼筋混凝土造,14,870804,24,十一層;,,,華夏路712號十一樓之2,左營區,新光段,3500000,2773000,,1110401
買賣,房地(土地+建物),1,1,,,,,無,住宅大樓(11層含以上有電梯),"5,400,000",,,,有,1080923,,3,新華段,8.62,第五種住宅區,,,76.89,見其他登記事項,見其他登記事項,15,1110112,0,六層;,,,至真路501號六樓之9,左營區,新華段,30000,493000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物),3,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"4,800,000",,,,有,1110308,,3,福山段,9.31,第三種商業區,,,104.87,住家用,鋼筋混凝土造,16,850212,26,八層;,,,文川路307號八樓之1,左營區,福山段,4820001,1760000,,1110401
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"4,450,000",,,,有,1110304,,3,菜公段六小段,6.81,第五種住宅區,,,76.64,住家用,鋼筋混凝土造,14,870706,24,八層;,,,民族一路1180號八樓,左營區,菜公段六小段,10000000,2653000,,1110401
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"3,400,000",,,,有,1110118,,3,果貿段,29.01,特定住宅區,,,108.6,住家用,鋼筋混凝土造,12,741129,36,七層;,,,果峰街47巷4號7樓,左營區,果貿段,540000,956000,,1110401
買賣,土地,2,0,,,,,有,,"91,000,000",,,,無,1101209,,4,藍田中段,487.41,第三種住宅區,,,,無建物主要用途資料,無建物主要建材,,,,,,,藍田中段 297-0 地號,楠梓區,藍田中段,2970000,,,1110401
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"13,700,000",,,,有,1110204,,4,藍田西段,20.7,第三種商業區,,,204.63,住家用,鋼筋混凝土造,15,1021001,8,九層;,0,21.38,高雄大學路397號九樓,楠梓區,藍田西段,1090000,845000,0304.其他增建,1110401
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"13,300,000",,,,有,1110105,,4,翠屏段一小段,28.52,第三種住宅區,,,176.69,見其他登記事項,見其他登記事項,15,1040709,6,四層;,0,13.49,德富街298號四樓之3,楠梓區,翠屏段一小段,130000,219000,,1110401
買賣,房地(土地+建物)+車位,1,1,1,2,1,2,有,住宅大樓(11層含以上有電梯),"8,800,000",,,,有,1110228,,4,藍田中段,17.19,第四種住宅區,,,120.79,見其他登記事項,見其他登記事項,15,1040216,7,十層;,0,11.81,高雄大學路172號十樓,楠梓區,藍田中段,530000,1601000,,1110401
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,510,000",,,,有,1090704,,4,藍田西段,19.97,第四種住宅區,,,158.81,見其他登記事項,見其他登記事項,15,1101213,0,九層;,0,28.73,大學二街9號九樓,楠梓區,藍田西段,3210000,2604000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,200,000",,,,有,1091205,,4,藍田西段,19.97,第四種住宅區,,,158.58,見其他登記事項,見其他登記事項,15,1101213,0,三層;,0,28.73,大學二街11號三樓,楠梓區,藍田西段,3210000,2584000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"6,400,000",,,,有,1110224,,4,楠梓段三小段,8.25,第三種商業區,,,82.55,住家用,鋼筋混凝土造,15,1011109,9,二層;,,,青埔街70巷3號二樓,楠梓區,楠梓段三小段,1220000,1773000,0102.傢俱設備費,1110401
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"6,150,000",,,,有,1080126,,4,藍田西段,17.8,第四種住宅區,,,144.33,見其他登記事項,見其他登記事項,15,1101213,0,八層;,0,28.73,援中路988號八樓,楠梓區,藍田西段,3210000,2323000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"6,050,000",,,,有,1110214,,4,清楠段,19.82,第三種住宅區,,,107.44,住家用,鋼筋混凝土造,11,820513,29,十層;,,,常德路240巷23弄22號十樓,楠梓區,清楠段,4610000,1211000,,1110401
買賣,房地(土地+建物)+車位,1,1,1,2,1,2,有,住宅大樓(11層含以上有電梯),"5,900,000",,,"1,600,000",有,1090506,"土地價格:120萬元
房屋價格:310萬元",4,援中段一小段,9.43,第三種商業區,,,122.44,見其他登記事項,見其他登記事項,15,1110126,0,二層;,"1,600,000",25.29,藍田路1123號二樓,楠梓區,援中段一小段,2840000,2123000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,有,住宅大樓(11層含以上有電梯),"5,680,000",,,,有,1080911,,4,藍田西段,16.31,第四種住宅區,,,135.34,見其他登記事項,見其他登記事項,15,1101213,0,十層;,0,28.73,大學二街3號十樓,楠梓區,藍田西段,3210000,2577000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物)+車位,1,1,1,2,1,2,有,住宅大樓(11層含以上有電梯),"5,460,000",,,"1,500,000",有,1090706,,4,援中段一小段,9.43,第三種商業區,,,122.44,見其他登記事項,見其他登記事項,15,1110126,0,四層;,"1,500,000",25.29,藍田路1123號四樓,楠梓區,援中段一小段,2840000,2125000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"4,210,000",,,,有,1080920,"土地價格:118萬元
房屋價格:303萬元",4,援中段一小段,8.62,第三種商業區,,,89.25,見其他登記事項,見其他登記事項,15,1110126,0,十層;,,,藍田路1111號十樓,楠梓區,援中段一小段,2840000,2243000,0901.預售屋、或土地及建物分件登記案件,1110401
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"2,500,000",,,,無,1110304,,4,加昌段,30.76,第五種住宅區,,,84.3,住家用,鋼筋混凝土造,5,711014,39,四層;,,,惠民路171巷9弄17之4號,楠梓區,加昌段,2480000,2777000,0201.親友、員工、共有人或其他特殊關係間之交易,1110401
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"600,000",,,,無,1110226,,4,莒光段二小段,13.63,第四種住宅區,,,39.14,無建物主要用途資料,鋼筋混凝土造,5,700409,41,三層;,,,軍校路782巷33之3號,楠梓區,莒光段二小段,6160000,783000,0201.親友、員工、共有人或其他特殊關係間之交易,1110401
買賣,房地(土地+建物),1,1,,6,2,6,有,透天厝,"31,000,000",,,,無,1110301,壹樓空地、天井、2樓+3樓+4樓,5,灣內段,107.35,第五種住宅區,,,255.22,住商用,鋼筋混凝土造,4,840523,27,一層;二層;三層;四層;屋頂突出物;騎樓;,,,敦煌路5號,三民區,灣內段,7280006,605000,0304.其他增建,1110401
買賣,房地(土地+建物),2,1,,5,2,4,有,透天厝,"17,800,000",,,,無,1110319,,5,水源段,105.47,第五種住宅區,,,186.62,無建物主要用途資料,鋼筋混凝土造,3,690229,42,一層;二層;三層;騎樓;地下層;,,,民業路13巷8號,三民區,水源段,7250001,833000,,1110401
買賣,房地(土地+建物)+車位,2,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"13,000,000",,,,有,1110222,,5,新都段,12.85,第四種住宅區,,,143.79,見其他登記事項,見其他登記事項,22,1100726,1,二十一層;,0,21.25,十全三路6號二十一樓之15,三民區,新都段,670000,1041000,,1110401
買賣,房地(土地+建物),1,1,,6,2,3,有,透天厝,"10,600,000",,,,無,1110116,"增建至三樓及屋頂鐵皮屋
賣方已折價讓售予買方.不負房屋瑕疵擔保責任",5,中都段二小段,56,第四種住宅區,,,108.9,住商用,加強磚造,2,560111,55,一層;二層;騎樓;,,,中庸街226號,三民區,中都段二小段,2750000,64000,0304.其他增建,1110401
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,880,000",,,,有,1110314,賣方已折價讓售予買方.不負房屋瑕疵擔保責任,5,鼎泰段,8.51,第四種住宅區,,,158.57,住家用,鋼筋混凝土造,27,880519,23,四層;,0,35.6,明誠二路102之2號四樓,三民區,鼎泰段,14030001,6305000,,1110401
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"9,500,000",,,,有,1110220,,5,新都段,14.66,第三種住宅區,,,86.04,見其他登記事項,見其他登記事項,15,1100630,1,五層;,,,德興街13號五樓,三民區,新都段,780000,581000,,1110401
買賣,房地(土地+建物)+車位,1,1,1,1,2,1,有,華廈(10層含以下有電梯),"8,500,000",,,,有,1110221,,5,大豐段二小段,35.5,第三種住宅區,,,162.42,住家用,鋼筋混凝土造,7,850125,26,一層;二層;騎樓;,0,0,昌裕街108號,三民區,大豐段二小段,5360000,1039000,0102.傢俱設備費,1110401
買賣,房地(土地+建物)+車位,2,1,1,2,2,1,有,住宅大樓(11層含以上有電梯),"8,100,000",,,"1,400,000",有,1110308,,5,獅頭段,10.02,第五種住宅區,,,100.36,住家用,鋼筋混凝土造,15,1040813,7,十五層;,"1,400,000",25.92,覺民路285巷30號十五樓,三民區,獅頭段,27390000,22695000,0304.其他增建,1110401
買賣,房地(土地+建物),1,1,,4,2,3,有,透天厝,"7,500,000",,,,無,1110213,,5,覆鼎金段覆鼎金小段,69,第四種住宅區,,,158.01,無建物主要用途資料,鋼筋混凝土造,4,730503,38,一層;二層;三層;四層;地下層;,,,鼎中路336巷10弄10號,三民區,覆鼎金段覆鼎金小段,13240012,3686000,0302.頂樓加蓋0304.其他增建,1110401
