申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,備註欄,行政區代碼,代表段號,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,代表地號或門牌,行政區,地段,代表地號,代表建號,特殊交易態樣說明
買賣,土地,1,0,,,,,有,,"2,082,900",,,,無,1110613,,林園區,溪州段,53,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,溪州段 3271-1 地號,林園區,溪州段,32710001,,0704.協議價購
買賣,土地,1,0,,,,,有,,"2,043,600",,,,無,1110718,,林園區,溪州段,52,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,溪州段 3271-3 地號,林園區,溪州段,32710003,,0704.協議價購
買賣,土地,1,0,,,,,有,,"2,000,000",,,,無,1110630,,林園區,港子埔段,90,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,港子埔段 1118-0 地號,林園區,港子埔段,11180000,,
買賣,房地(土地+建物)+車位,1,1,1,3,1,2,有,華廈(10層含以下有電梯),"2,000,000",,,,有,1110908,,林園區,林子邊段,17.84,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,109.33,住家用,鋼筋混凝土造,8,830704,28,二層;,0,0,忠孝東路57之1號二樓,林園區,林子邊段,12230000,2031000,
買賣,土地,4,0,,,,,有,,"2,000,000",,,,無,1110625,,林園區,廣應段,72.94,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,廣應段 171-0 地號,林園區,廣應段,1710000,,
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"2,000,000",,,,無,1110608,,林園區,王公廟段,32.5,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,98.76,住家用,鋼筋混凝土造,5,740825,37,二層;,,,林園北路365巷1弄51之1號,林園區,王公廟段,16810017,943000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,土地,1,0,,,,,有,,"1,934,484",,,,無,1110618,,林園區,五福段,70.09,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,五福段 213-0 地號,林園區,五福段,2130000,,0704.協議價購
買賣,土地,1,0,,,,,有,,"1,900,000",,,,無,1110713,,林園區,中汕段,216,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中汕段 1845-0 地號,林園區,中汕段,18450000,,
買賣,土地,1,0,,,,,有,,"1,899,762",,,,無,1110610,,林園區,五福段,48.34,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,五福段 394-0 地號,林園區,五福段,3940000,,0704.協議價購
買賣,土地,1,0,,,,,有,,"1,894,653",,,,無,1110609,,林園區,五福段,48.21,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,五福段 395-0 地號,林園區,五福段,3950000,,0704.協議價購
買賣,土地,2,0,,,,,有,,"1,850,000",,,,無,1110609,,林園區,頂厝段,96.5,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,頂厝段 864-0 地號,林園區,頂厝段,8640000,,0201.親友、員工、共有人或其他特殊關係間之交易0401.未登記建物
買賣,房地(土地+建物),1,1,,3,1,1,有,住宅大樓(11層含以上有電梯),"1,850,000",,,,有,1110717,,林園區,港子埔段,7.61,其他-商業區,無使用分區資料,無土地編定使用地類別資料,82.91,住家用,鋼筋混凝土造,13,831128,28,四層;,,,頂厝路130巷20號四樓之2,林園區,港子埔段,19870000,1962000,
買賣,房地(土地+建物),1,1,,2,2,1,有,透天厝,"1,850,000",,,,無,1110902,,林園區,港子埔段,68,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,97.2,住商用,加強磚造,2,640401,47,一層;二層;騎樓;,,,椰樹27號,林園區,港子埔段,11210003,76000,
買賣,房地(土地+建物),3,1,,3,2,2,有,華廈(10層含以下有電梯),"1,800,000",,,,有,1110902,,林園區,林子邊段,22.11,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,133.5,住家用,鋼筋混凝土造,7,841226,27,五層;,,,仁愛路67巷20號五樓,林園區,林子邊段,16320000,2260000,
買賣,土地,1,0,,,,,有,,"1,768,500",,,,無,1110623,,林園區,溪州段,45,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,溪州段 3271-2 地號,林園區,溪州段,32710002,,0704.協議價購
買賣,房地(土地+建物),1,1,,,,,無,透天厝,"1,700,000",,,,無,1110516,,林園區,溪州段,70,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,169.43,住家用,鋼筋混凝土造,3,840120,27,一層;二層;三層;屋頂突出物;騎樓;,,,溪州三路237號,林園區,溪州段,29050003,1741000,
買賣,土地,1,0,,,,,有,,"1,696,188",,,,無,1110611,,林園區,五福段,43.16,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,五福段 131-0 地號,林園區,五福段,1310000,,0704.協議價購
買賣,土地,1,0,,,,,有,,"1,696,188",,,,無,1110611,,林園區,五福段,43.16,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,五福段 131-0 地號,林園區,五福段,1310000,,0704.協議價購
買賣,土地,1,0,,,,,有,,"1,652,565",,,,無,1110624,,林園區,五福段,42.05,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,五福段 127-0 地號,林園區,五福段,1270000,,0704.協議價購
買賣,土地,1,0,,,,,有,,"1,652,565",,,,無,1110622,,林園區,五福段,42.05,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,五福段 127-0 地號,林園區,五福段,1270000,,0704.協議價購
買賣,房地(土地+建物),2,1,,3,2,1,有,公寓(5樓含以下無電梯),"1,600,000",,,,無,1110513,,林園區,港子埔段,27.71,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,75.6,住家用,鋼筋混凝土造,5,700410,41,三層;,,,上林街7之2號,林園區,港子埔段,19740003,415000,
買賣,土地,1,0,,,,,有,,"1,588,125",,,,無,1110715,,林園區,林園段,35,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,林園段 1479-8 地號,林園區,林園段,14790008,,
買賣,土地,1,0,,,,,有,,"1,588,125",,,,無,1110715,,林園區,林園段,35,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,林園段 1479-9 地號,林園區,林園段,14790009,,
買賣,土地,1,0,,,,,有,,"1,588,125",,,,無,1110715,,林園區,林園段,35,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,林園段 1479-10 地號,林園區,林園段,14790010,,
買賣,土地,1,0,,,,,有,,"1,580,000",,,,無,1110711,,林園區,龍潭段,1135.49,其他-保護區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,龍潭段 92-0 地號,林園區,龍潭段,920000,,
買賣,土地,1,0,,3,2,2,有,,"1,500,000",,,,無,1110308,,林園區,潭頭段,52,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,潭頭段 2952-23 地號,林園區,潭頭段,29520023,,
買賣,土地,1,0,,,,,有,,"1,486,485",,,,無,1110719,,林園區,鳳芸段,225.23,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鳳芸段 1089-1 地號,林園區,鳳芸段,10890001,,0704.協議價購
買賣,土地,4,0,,,,,有,,"1,479,774",,,,無,1110610,,林園區,五福段,53.62,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,五福段 167-0 地號,林園區,五福段,1670000,,0704.協議價購1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1001.交易含多筆土地，有個別交易價格，本申報書申報之地號
買賣,土地,4,0,,,,,有,,"1,479,774",,,,無,1110610,,林園區,五福段,53.62,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,五福段 167-0 地號,林園區,五福段,1670000,,0704.協議價購1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1001.交易含多筆土地，有個別交易價格，本申報書申報之地號
買賣,房地(土地+建物),1,1,,3,2,2,有,華廈(10層含以下有電梯),"1,450,000",,,,無,1110914,,林園區,王公廟段苦苓腳小段,19.14,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,137.83,住商用,鋼筋混凝土造,10,831003,28,一層;二層;三層;騎樓;,,,中門路145號,林園區,王公廟段苦苓腳小段,12040000,712000,
買賣,土地,1,0,,,,,有,,"1,438,150",,,,無,1110618,,林園區,五福段,61.02,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,五福段 195-0 地號,林園區,五福段,1950000,,0704.協議價購
買賣,房地(土地+建物),1,1,,3,2,1,有,公寓(5樓含以下無電梯),"1,350,000",,,,無,1110826,,林園區,溪州段,23.4,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,64.87,住家用,鋼筋混凝土造,5,701221,41,二層;,,,五福路82巷3之1號,林園區,溪州段,19330024,341000,
買賣,土地,1,0,,,,,有,,"1,335,600",,,,無,1110624,,林園區,鳳芸段,84,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鳳芸段 203-27 地號,林園區,鳳芸段,2030027,,0401.未登記建物0701.政府機關標讓售
買賣,房地(土地+建物),1,1,,3,2,3,有,透天厝,"1,335,000",,,,無,1110629,,林園區,港子埔段,75,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,201.23,住商用,鋼筋混凝土造,4,800710,31,一層;二層;三層;四層;騎樓;,,,中門路3巷4號,林園區,港子埔段,17290004,1074000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,土地,1,0,,3,2,2,有,,"1,300,000",,,,無,1110625,含未登記建物高雄市林園區王公路198號稅籍編號58060427000,林園區,廣應段,48.73,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,廣應段 171-0 地號,林園區,廣應段,1710000,,0401.未登記建物
買賣,土地,3,0,,,,,有,,"1,146,936",,,,無,1110618,,林園區,五福段,34.14,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,五福段 345-0 地號,林園區,五福段,3450000,,0704.協議價購
買賣,土地,3,0,,,,,有,,"1,146,936",,,,無,1110618,,林園區,五福段,34.14,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,五福段 345-0 地號,林園區,五福段,3450000,,0704.協議價購
買賣,土地,3,0,,,,,有,,"1,143,072",,,,無,1110610,,林園區,五福段,34.02,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,五福段 339-0 地號,林園區,五福段,3390000,,0704.協議價購1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1001.交易含多筆土地，有個別交易價格，本申報書申報之地號
買賣,房地(土地+建物),2,1,,3,2,1,有,公寓(5樓含以下無電梯),"1,100,000",,,,無,1110627,,林園區,港子埔段,26.89,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,81.9,住家用,鋼筋混凝土造,5,700410,41,三層;,,,一心街22巷7之1號,林園區,港子埔段,19760002,434000,
買賣,土地,3,0,,,,,有,,"1,100,000",,,,無,1110823,,林園區,頂厝段,38.29,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,頂厝段 329-5 地號,林園區,頂厝段,3290005,,
買賣,土地,1,0,,,,,有,,"1,071,099",,,,無,1110826,,林園區,清水巖段,97.37,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,清水巖段 153-0 地號,林園區,清水巖段,1530000,,
買賣,土地,2,0,,,,,有,,"1,053,000",,,,無,1110624,,林園區,溪州段,54,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,溪州段 3004-0 地號,林園區,溪州段,30040000,,0704.協議價購1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1001.交易含多筆土地，有個別交易價格，本申報書申報之地號
買賣,土地,2,0,,,,,有,,"1,053,000",,,,無,1110623,,林園區,溪州段,54,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,溪州段 3004-0 地號,林園區,溪州段,30040000,,0704.協議價購1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1001.交易含多筆土地，有個別交易價格，本申報書申報之地號
買賣,土地,2,0,,,,,有,,"1,053,000",,,,無,1110623,,林園區,溪州段,54,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,溪州段 3004-0 地號,林園區,溪州段,30040000,,0704.協議價購1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1001.交易含多筆土地，有個別交易價格，本申報書申報之地號
買賣,土地,2,0,,,,,有,,"1,053,000",,,,無,1110624,,林園區,溪州段,54,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,溪州段 3004-0 地號,林園區,溪州段,30040000,,0704.協議價購1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1001.交易含多筆土地，有個別交易價格，本申報書申報之地號
買賣,土地,2,0,,,,,有,,"1,000,000",,,,無,1110620,,林園區,溪州段,270,其他-道路用地,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,溪州段 2747-1 地號,林園區,溪州段,27470001,,0604.(包含)公共設施保留地(用地)
買賣,房地(土地+建物),1,1,,3,2,1,有,公寓(5樓含以下無電梯),"1,000,000",,,,無,1110808,,林園區,五福段,25.06,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,66.4,住家用,鋼筋混凝土造,5,710610,40,四層;,,,沿海路一段26巷1弄15之3號,林園區,五福段,460000,4000,
買賣,房地(土地+建物),1,1,,3,2,2,有,透天厝,"1,000,000",,,,無,1110721,,林園區,汕尾段,82,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,104,住商用,鋼筋混凝土造,2,690805,42,一層;二層;騎樓;,,,北汕路218巷28之7號,林園區,汕尾段,10680026,532000,0201.親友、員工、共有人或其他特殊關係間之交易0305.未登記建物
買賣,土地,2,0,,,,,有,,"967,202",,,,無,1110719,,林園區,鳳芸段,162.56,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鳳芸段 1072-1 地號,林園區,鳳芸段,10720001,,0704.協議價購
買賣,土地,1,0,,,,,有,,"933,300",,,,無,1110719,,林園區,中汕段,153,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中汕段 1240-1 地號,林園區,中汕段,12400001,,0704.協議價購
買賣,土地,1,0,,,,,有,,"928,200",,,,無,1110624,,林園區,鳳芸段,51,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鳳芸段 205-7 地號,林園區,鳳芸段,2050007,,0401.未登記建物0701.政府機關標讓售
買賣,房地(土地+建物),1,1,,3,1,1,有,公寓(5樓含以下無電梯),"900,000",,,,無,1110813,"屋況殘破,需大整修",林園區,溪州段,23.4,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,64.87,住家用,鋼筋混凝土造,5,701221,41,三層;,,,五福路82巷4之2號,林園區,溪州段,19330025,352000,
買賣,土地,1,0,,,,,有,,"880,200",,,,無,1110719,,林園區,中汕段,244.5,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中汕段 1153-1 地號,林園區,中汕段,11530001,,0704.協議價購
買賣,土地,1,0,,,,,有,,"861,000",,,,無,1110719,,林園區,鳳芸段,205,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鳳芸段 1117-1 地號,林園區,鳳芸段,11170001,,0704.協議價購
買賣,土地,1,0,,,,,有,,"832,618",,,,無,1110616,,林園區,五福段,30.51,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,五福段 195-0 地號,林園區,五福段,1950000,,0704.協議價購
買賣,房地(土地+建物),2,1,,3,2,1,有,公寓(5樓含以下無電梯),"800,000",,,,無,1110630,,林園區,龍潭段,23.56,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,70.79,住家用,鋼筋混凝土造,5,731120,38,二層;,,,後厝路180巷11之1號,林園區,龍潭段,11220000,138000,
買賣,房地(土地+建物),1,1,,4,2,2,有,公寓(5樓含以下無電梯),"750,000",,,,無,1110711,,林園區,中芸段,33.68,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,116.98,住家用,鋼筋混凝土造,5,820621,29,五層;,,,半路241號六樓,林園區,中芸段,15920000,727000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,土地,2,0,,,,,有,,"750,000",,,,無,1110912,,林園區,中汕段,111,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中汕段 1389-0 地號,林園區,中汕段,13890000,,
買賣,土地,1,0,,,,,有,,"698,132",,,,無,1110719,,林園區,鳳芸段,105.78,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鳳芸段 1071-1 地號,林園區,鳳芸段,10710001,,0704.協議價購
買賣,土地,2,0,,,,,有,,"672,000",,,,無,1110617,,林園區,溪州段,20,其他-自來水用地,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,溪州段 3091-1 地號,林園區,溪州段,30910001,,0704.協議價購1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1001.交易含多筆土地，有個別交易價格，本申報書申報之地號
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"650,000",,,,無,1110723,含未保存陽台,林園區,港子埔段,31.35,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,86.3,住家用,鋼筋混凝土造,5,691125,42,三層;,,,港嘴二路23之4號,林園區,港子埔段,13780004,255000,0503.瑕疵物件
買賣,土地,4,0,,,,,有,,"615,000",,,,無,1110630,汕尾段1062、1062-2、1062-3、1062-4地號黃正鵬出售持分額總價為新台幣58萬元整；汕尾段1062地號黃亞宸出售持分額總價為新台幣3萬5000元整,林園區,汕尾段,224,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,汕尾段 1062-0 地號,林園區,汕尾段,10620000,,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,土地,1,0,,,,,有,,"575,000",,,,無,1110727,,林園區,溪州段,27,其他-道路用地,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,溪州段 2905-14 地號,林園區,溪州段,29050014,,
買賣,土地,1,0,,,,,有,,"575,000",,,,無,1110727,,林園區,溪州段,27,其他-道路,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,溪州段 2905-15 地號,林園區,溪州段,29050015,,
買賣,土地,1,0,,,,,有,,"554,400",,,,無,1110719,,林園區,中汕段,154,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中汕段 1211-1 地號,林園區,中汕段,12110001,,0704.協議價購
買賣,土地,1,0,,,,,有,,"551,172",,,,無,1110623,,林園區,五福段,19.97,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,五福段 170-0 地號,林園區,五福段,1700000,,0704.協議價購
買賣,土地,2,0,,,,,有,,"459,000",,,,無,1110721,,林園區,溪州段,34,其他-道路用地,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,溪州段 3042-1 地號,林園區,溪州段,30420001,,0704.協議價購
買賣,房地(土地+建物),2,1,,3,1,1,有,公寓(5樓含以下無電梯),"450,000",,,,無,1110725,屋況不好。,林園區,港子埔段,26.89,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,66.09,住家用,鋼筋混凝土造,5,700410,41,五層;,,,一心街22巷7之3號,林園區,港子埔段,19760002,436000,
買賣,土地,1,0,,,,,有,,"419,000",,,,無,1110826,,林園區,林子邊段,10,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,林子邊段 1125-45 地號,林園區,林子邊段,11250045,,0703.水利地承購
買賣,土地,2,0,,,,,有,,"400,500",,,,無,1110719,,林園區,鳳芸段,85.5,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鳳芸段 1085-1 地號,林園區,鳳芸段,10850001,,0704.協議價購
買賣,土地,1,0,,,,,有,,"392,040",,,,無,1110719,,林園區,鳳芸段,59.4,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鳳芸段 1089-1 地號,林園區,鳳芸段,10890001,,0704.協議價購
買賣,土地,1,0,,,,,有,,"342,000",,,,無,1110712,,林園區,溪州段,25.5,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,溪州段 1860-13 地號,林園區,溪州段,18600013,,0701.政府機關標讓售
買賣,土地,1,0,,,,,有,,"302,500",,,,無,1110923,,林園區,林園段,5,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,林園段 263-1 地號,林園區,林園段,2630001,,
買賣,土地,1,0,,,,,有,,"285,000",,,,無,1110828,,林園區,中汕段,119,其他-道路用地,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中汕段 2003-2 地號,林園區,中汕段,20030002,,0604.(包含)公共設施保留地(用地)
買賣,土地,1,0,,,,,有,,"200,000",,,,無,1110705,,林園區,中汕段,57.75,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中汕段 910-0 地號,林園區,中汕段,9100000,,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,土地,1,0,,,,,有,,"189,600",,,,無,1110719,,林園區,中汕段,52.67,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中汕段 1161-1 地號,林園區,中汕段,11610001,,0704.協議價購
買賣,土地,1,0,,,,,有,,"158,400",,,,無,1110719,,林園區,中汕段,44,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中汕段 1083-1 地號,林園區,中汕段,10830001,,0704.協議價購
買賣,土地,1,0,,,,,有,,"155,568",,,,無,1110720,,林園區,五福段,4.63,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,五福段 205-0 地號,林園區,五福段,2050000,,0704.協議價購
買賣,土地,1,0,,,,,有,,"153,014",,,,無,1110923,,林園區,清水巖段,13.91,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,清水巖段 153-0 地號,林園區,清水巖段,1530000,,
買賣,土地,1,0,,,,,有,,"150,000",,,,無,1110719,,林園區,中汕段,41.67,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中汕段 1146-1 地號,林園區,中汕段,11460001,,0704.協議價購
買賣,土地,1,0,,,,,有,,"107,140",,,,無,1110719,,林園區,中汕段,29.76,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中汕段 1146-1 地號,林園區,中汕段,11460001,,0704.協議價購
買賣,土地,1,0,,,,,有,,"94,800",,,,無,1110719,,林園區,中汕段,26.33,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中汕段 1161-1 地號,林園區,中汕段,11610001,,0704.協議價購
買賣,土地,1,0,,,,,有,,"90,750",,,,無,1100916,,林園區,王公廟段,5,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,王公廟段 1508-2 地號,林園區,王公廟段,15080002,,1001.交易含多筆土地，有個別交易價格，本申報書申報之地號
買賣,土地,1,0,,,,,有,,"81,675",,,,無,1110719,,林園區,鳳芸段,12.38,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鳳芸段 1089-1 地號,林園區,鳳芸段,10890001,,0704.協議價購
買賣,土地,1,0,,,,,有,,"76,066",,,,無,1110801,,林園區,鳳芸段,6.25,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鳳芸段 527-1 地號,林園區,鳳芸段,5270001,,0701.政府機關標讓售
買賣,土地,1,0,,,,,有,,"69,220",,,,無,1110719,,林園區,中汕段,19.78,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中汕段 1241-1 地號,林園區,中汕段,12410001,,0704.協議價購
買賣,土地,1,0,,,,,有,,"69,081",,,,無,1110719,,林園區,鳳芸段,16.45,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鳳芸段 1121-1 地號,林園區,鳳芸段,11210001,,0704.協議價購
買賣,土地,1,0,,,,,有,,"59,823",,,,無,1110717,,林園區,中厝段,3.91,其他-道路用地,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中厝段 582-0 地號,林園區,中厝段,5820000,,
買賣,土地,1,0,,,,,有,,"50,000",,,,無,1110415,,林園區,王公廟段,4,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,王公廟段 1360-3 地號,林園區,王公廟段,13600003,,
買賣,土地,1,0,,,,,有,,"49,795",,,,無,1110420,,林園區,中芸段,3,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中芸段 1349-26 地號,林園區,中芸段,13490026,,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,土地,1,0,,,,,有,,"24,975",,,,無,1110719,,林園區,中汕段,6.94,其他-海堤專用區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,中汕段 1100-1 地號,林園區,中汕段,11000001,,0704.協議價購
