申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,備註欄,行政區代碼,代表段號,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,代表地號或門牌,行政區,地段,代表地號,代表建號,特殊交易態樣說明
買賣,房地(土地+建物),6,1,,3,2,1,有,公寓(5樓含以下無電梯),"4,800,000",,,,無,1110606,,楠梓區,加昌段,33.48,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,77.44,無建物主要用途資料,鋼筋混凝土造,4,671120,44,二層;,,,德民路630之2號,楠梓區,加昌段,3870000,1184000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"4,800,000",,,"1,350,000",有,1080514,車位編號為:B2-53號,楠梓區,藍田西段,11.09,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,118.65,見其他登記事項,見其他登記事項,15,1110406,0,八層;,"1,350,000",42.4,大學十七街412號八樓,楠梓區,藍田西段,1180000,2757000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"4,800,000",,,"1,350,000",有,1080708,"1.土地交易日為108年9月08日
2.原承買人蔡彩秀於109年12月17日轉讓予楊育宗
3.車位編號為:B2-61號",楠梓區,藍田西段,10.36,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,111.09,見其他登記事項,見其他登記事項,15,1110406,0,十二層;,"1,350,000",34.85,大學十七街412號十二樓,楠梓區,藍田西段,1180000,2761000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"4,780,000",,,"1,400,000",有,1081128,車位編號地下二層60號,楠梓區,藍田西段,10.57,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,109.39,見其他登記事項,見其他登記事項,15,1110406,0,十一層;,"1,400,000",34.85,大學十七街410號十一樓,楠梓區,藍田西段,1180000,2747000,
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"4,780,000",,,,有,1110620,,楠梓區,惠民段,13.31,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,88.19,見其他登記事項,見其他登記事項,15,1110324,0,四層;,0,7.49,惠義街56號四樓,楠梓區,惠民段,630000,406000,
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"4,750,000",,,,有,1080519,,楠梓區,翠屏段一小段,17.29,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,91.13,見其他登記事項,見其他登記事項,15,1110510,0,四層;,,,德富街156號四樓,楠梓區,翠屏段一小段,10001,822000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"4,700,000",,,,有,1090616,,楠梓區,援中段二小段,12.43,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,104,見其他登記事項,見其他登記事項,15,1110330,0,五層;,0,23,大學二十一路96號五樓,楠梓區,援中段二小段,650000,379000,
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"4,700,000",,,,有,1090601,,楠梓區,援中段二小段,12.43,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,104,見其他登記事項,見其他登記事項,15,1110330,0,六層;,0,23,大學二十一路96號六樓,楠梓區,援中段二小段,650000,380000,
買賣,房地(土地+建物),1,1,,2,2,1,有,透天厝,"4,650,000",,,,無,1110619,,楠梓區,楠都段三小段,47,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,62.8,無建物主要用途資料,加強磚造,2,610110,50,一層;二層;,,,鳳楠路223巷3弄4號,楠梓區,楠都段三小段,5460000,175000,
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"4,630,000",,,,有,1090525,,楠梓區,援中段二小段,12.54,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,104.7,見其他登記事項,見其他登記事項,15,1110330,0,五層;,0,23,大學二十一路98號五樓,楠梓區,援中段二小段,650000,394000,
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"4,630,000",,,,有,1080622,,楠梓區,翠屏段一小段,17.29,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,91.13,見其他登記事項,見其他登記事項,15,1110510,0,九層;,,,德富街168號九樓,楠梓區,翠屏段一小段,10001,896000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"4,610,000",,,,有,1090307,,楠梓區,援中段二小段,12.54,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,104.7,見其他登記事項,見其他登記事項,15,1110330,0,三層;,0,23,大學二十一路98號三樓,楠梓區,援中段二小段,650000,392000,
買賣,房地(土地+建物),1,1,,3,2,3,有,透天厝,"4,600,000",,,,無,1110808,三樓鐵皮,楠梓區,藍昌段一小段,53,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,66.1,無建物主要用途資料,加強磚造,2,691203,42,一層;二層;,,,民昌街287巷6號,楠梓區,藍昌段一小段,5080000,590000,0304.其他增建
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"4,600,000",,,,無,1110625,,楠梓區,和平段一小段,29.44,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,86.84,住家用,鋼筋混凝土造,5,701229,40,四層;,,,德民路356巷36弄6號四樓之2,楠梓區,和平段一小段,4360000,562000,0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"4,580,000",,,"700,000",有,1080731,"土地交易日期108/09/10
原葉文宏一人110/10/14變更為葉文宏   葉志龍雙名登記",楠梓區,藍田西段,9.73,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,100,見其他登記事項,見其他登記事項,15,1110406,0,十一層;,"700,000",19.46,大學十七街406號十一樓,楠梓區,藍田西段,1180000,2721000,
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"4,530,000",,,,有,1100222,,楠梓區,援中段二小段,12.43,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,81,見其他登記事項,見其他登記事項,15,1110330,0,二層;,,,大學二十一路78號二樓,楠梓區,援中段二小段,650000,276000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"4,510,000",,,"700,000",有,1090501,車位編號為:B3-25號,楠梓區,藍田西段,8.95,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,95.7,見其他登記事項,見其他登記事項,15,1110406,0,十五層;,"700,000",19.46,大學十七街412號十五樓,楠梓區,藍田西段,1180000,2764000,
買賣,房地(土地+建物),1,1,,3,2,2,有,透天厝,"4,500,000",,,,無,1110706,,楠梓區,右昌段六小段,91,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,79.39,無建物主要用途資料,加強磚造,2,620216,49,一層;二層;,,,右昌忠義六巷12號,楠梓區,右昌段六小段,6860000,277000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"4,500,000",,,,有,1110720,,楠梓區,右昌段六小段,13.01,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,83.28,見其他登記事項,見其他登記事項,15,1041103,7,七層;,,,廣昌街181號七樓之6,楠梓區,右昌段六小段,16260000,2277000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),3,1,,3,2,2,有,公寓(5樓含以下無電梯),"4,500,000",,,,無,1110713,,楠梓區,莒光段一小段,28,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,112.67,住家用,鋼筋混凝土造,5,770713,34,三層;,,,新昌街36號三樓,楠梓區,莒光段一小段,8880000,1409000,
買賣,房地(土地+建物),1,1,,3,2,2,有,華廈(10層含以下有電梯),"4,500,000",,,,有,1110721,,楠梓區,清楠段,24.08,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,128.62,住家用,鋼筋混凝土造,8,811228,30,七層;電梯樓梯間;,,,清安街42巷1號七樓之1,楠梓區,清楠段,2500000,287000,0102.傢俱設備費
買賣,房地(土地+建物),1,1,,3,2,1,有,公寓(5樓含以下無電梯),"4,500,000",,,,無,1110624,,楠梓區,加昌段,29.25,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,78.07,無建物主要用途資料,鋼筋混凝土造,5,711014,40,一層;,,,惠民路171巷9弄27號,楠梓區,加昌段,2400000,58000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"4,450,000",,,"850,000",有,1080927,車位編號地下三層(23-1)號,楠梓區,藍田西段,9.4,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,96.43,見其他登記事項,見其他登記事項,15,1110406,0,十三層;,"850,000",19.46,大學十七街400號十三樓,楠梓區,藍田西段,1180000,2697000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"4,450,000",,,"850,000",有,1090305,車位為地下三層33號,楠梓區,藍田西段,9.73,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,100,見其他登記事項,見其他登記事項,15,1110406,0,十五層;,"850,000",19.46,大學十七街406號十五樓,楠梓區,藍田西段,1180000,2725000,
買賣,土地,1,0,,,,,有,,"4,447,000",,,,無,1110623,原地號510及257-1共兩筆地號於111年6月29日合併為一筆510地號,楠梓區,後勁段二小段,73.02,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,後勁段二小段 510-0 地號,楠梓區,後勁段二小段,5100000,,
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"4,399,000",,,"750,000",有,1080613,"1.車位編號地下三層41號
2.土地交易日為108年9月6日",楠梓區,藍田西段,9.85,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,101.03,見其他登記事項,見其他登記事項,15,1110406,0,十一層;,"750,000",19.46,大學十七街402號十一樓,楠梓區,藍田西段,1180000,2708000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"4,390,000",,,"700,000",有,1080809,"1.車位編號地下三層39號
2.土地交易日為108年9月6日",楠梓區,藍田西段,9.85,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,101.03,見其他登記事項,見其他登記事項,15,1110406,0,十三層;,"700,000",19.46,大學十七街402號十三樓,楠梓區,藍田西段,1180000,2710000,
買賣,房地(土地+建物),1,1,,3,2,1,有,公寓(5樓含以下無電梯),"4,390,000",,,,無,1110412,,楠梓區,加昌段,31.22,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,78.46,見其他登記事項,見其他登記事項,4,670920,44,四層;,,,壽民路40巷9之4號,楠梓區,加昌段,6290000,945000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"4,380,000",,,"850,000",有,1090504,車位編號:地下三層35號,楠梓區,藍田西段,9.16,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,93.99,見其他登記事項,見其他登記事項,15,1110406,0,十五層;,"850,000",19.46,大學十七街410號十五樓,楠梓區,藍田西段,1180000,2751000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,有,住宅大樓(11層含以上有電梯),"4,380,000",,,"750,000",有,1090608,"1.原姓名劉育熒
2.車位編號:地下三層33-1號",楠梓區,藍田西段,9.78,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,100.56,見其他登記事項,見其他登記事項,15,1110406,0,十一層;,"750,000",19.46,大學十七街396號十一樓,楠梓區,藍田西段,1180000,2669000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,有,住宅大樓(11層含以上有電梯),"4,360,000",,,"750,000",有,1090609,車位為地下三層18號,楠梓區,藍田西段,9.78,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,100.56,見其他登記事項,見其他登記事項,15,1110406,0,十三層;,"750,000",19.46,大學十七街396號十三樓,楠梓區,藍田西段,1180000,2671000,
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"4,360,000",,,,無,1110610,,楠梓區,右昌段六小段,25.86,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,90.88,見其他登記事項,見其他登記事項,5,701224,40,三層;,,,啟昌街104號三樓之2,楠梓區,右昌段六小段,17060000,1366000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"4,350,000",,,"850,000",有,1090308,車位編號地下三層38號,楠梓區,藍田西段,9.4,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,96.43,見其他登記事項,見其他登記事項,15,1110406,0,十四層;,"850,000",19.46,大學十七街400號十四樓,楠梓區,藍田西段,1180000,2698000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"4,300,000",,,"750,000",有,1071226,"1.車位編號地下三層42號
2.土地交易日為108年9月12日
3.原簡楷哲於110年11月5日轉讓予蔡葦臻",楠梓區,藍田西段,9.85,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,101.03,見其他登記事項,見其他登記事項,15,1110406,0,十層;,"750,000",19.46,大學十七街402號十樓,楠梓區,藍田西段,1180000,2707000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"4,300,000",,,"850,000",有,1090313,"1.?承買人為劉文凱於110年3月21日轉讓予方綱己
2.車位編為:B3-7號",楠梓區,藍田西段,8.95,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,95.7,見其他登記事項,見其他登記事項,15,1110406,0,十三層;,"850,000",19.46,大學十七街412號十三樓,楠梓區,藍田西段,1180000,2762000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,有,住宅大樓(11層含以上有電梯),"4,300,000",,,"1,000,000",有,1100323,車位地下三層6號,楠梓區,藍田西段,9.78,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,100.56,見其他登記事項,見其他登記事項,15,1110406,0,五層;,"1,000,000",19.46,大學十七街396號五樓,楠梓區,藍田西段,1180000,2663000,
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"4,300,000",,,,有,1080624,,楠梓區,翠屏段一小段,17.29,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,91.13,見其他登記事項,見其他登記事項,15,1110510,0,二層;,,,德富街168號二樓,楠梓區,翠屏段一小段,10001,889000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"4,290,000",,,,有,1080420,,楠梓區,翠屏段一小段,17.29,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,91.13,見其他登記事項,見其他登記事項,15,1110510,0,四層;,,,德富街168號四樓,楠梓區,翠屏段一小段,10001,891000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"4,260,000",,,,有,1110618,,楠梓區,和平段三小段,12.25,其他-第二種特定商業專用區,無使用分區資料,無土地編定使用地類別資料,82.45,住家用,鋼筋混凝土造,14,931230,17,三層;,,,瑞屏路60之3號三樓,楠梓區,和平段三小段,510000,228000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"4,230,000",,,"700,000",有,1090423,車位編號地下三層3號,楠梓區,藍田西段,9.16,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,93.99,見其他登記事項,見其他登記事項,15,1110406,0,十三層;,"700,000",19.46,大學十七街410號十三樓,楠梓區,藍田西段,1180000,2749000,
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"4,200,000",,,"750,000",有,1080220,"1.車位編號地下三層26號
2.土地交易日期為108年9月7日",楠梓區,藍田西段,9.4,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,96.43,見其他登記事項,見其他登記事項,15,1110406,0,十一層;,"750,000",19.46,大學十七街400號十一樓,楠梓區,藍田西段,1180000,2695000,
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"4,200,000",,,,無,1110713,遮雨棚增建,楠梓區,加昌段,35.7,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,98.99,無建物主要用途資料,鋼筋混凝土造,5,701218,41,三層;,,,樂群路91巷1弄6之3號,楠梓區,加昌段,12100000,2634000,0301.陽台外推0304.其他增建
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"4,200,000",,,,無,1110831,,楠梓區,右昌段四小段,28.73,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,71.09,無建物主要用途資料,鋼筋混凝土造,5,700519,41,四層;,,,右昌街150巷29弄3號四樓之1,楠梓區,右昌段四小段,5380000,313000,0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,有,住宅大樓(11層含以上有電梯),"4,160,000",,,"700,000",有,1081112,,楠梓區,藍田西段,9.78,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,100.56,見其他登記事項,見其他登記事項,15,1110406,0,三層;,"700,000",19.46,大學十七街396號三樓,楠梓區,藍田西段,1180000,2661000,
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"4,100,000",,,,無,1110822,,楠梓區,右昌段四小段,25.8,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,79.73,無建物主要用途資料,鋼筋混凝土造,5,740426,37,三層;,,,右昌街187巷94弄9之3號,楠梓區,右昌段四小段,10640000,481000,
買賣,房地(土地+建物),1,2,,1,1,1,有,住宅大樓(11層含以上有電梯),"4,070,000",,,,有,1110713,"本案件二宗不動產合併出售.分別計價.
105號7樓:182萬元整
107號7樓:225萬元整.附贈家電二戶相同",楠梓區,清豐段,12.55,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,97.54,住家用,鋼筋混凝土造,15,850205,26,七層;,,,旗楠路126巷107號七樓,楠梓區,清豐段,4060000,274000,0102.傢俱設備費
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"4,030,000",,,,有,1090629,,楠梓區,援中段二小段,12.43,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,81,見其他登記事項,見其他登記事項,15,1110330,0,八層;,,,大學二十一路96號八樓,楠梓區,援中段二小段,650000,382000,
買賣,房地(土地+建物),1,1,,5,2,4,有,透天厝,"4,000,000",,,,無,1110713,,楠梓區,清楠段,25.72,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,75.58,住家用,鋼筋混凝土造,4,1030421,8,一層;二層;三層;四層;屋頂突出物;,,,清成街37號,楠梓區,清楠段,4070079,4216000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,5,1,4,有,透天厝,"4,000,000",,,,無,1110607,,楠梓區,大昌段,50.42,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,102.55,住家用,鋼筋混凝土造,4,1010801,10,一層;二層;三層;四層;,,,右昌街79巷120號,楠梓區,大昌段,200003,61000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,3,2,2,有,華廈(10層含以下有電梯),"4,000,000",,,,有,1110816,,楠梓區,清楠段,19.9,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,105.49,住家用,鋼筋混凝土造,10,830708,28,七層;,,,清成街91號七樓,楠梓區,清楠段,4030000,772000,
買賣,房地(土地+建物),1,1,,3,2,3,有,透天厝,"4,000,000",,,,無,1110723,,楠梓區,楠都段二小段,79,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,149.33,無建物主要用途資料,鋼筋混凝土造,3,701230,41,一層;二層;三層;騎樓;地下層;,,,興楠路203巷67號,楠梓區,楠都段二小段,4850000,659000,
買賣,房地(土地+建物)+車位,1,1,1,3,2,1,有,住宅大樓(11層含以上有電梯),"4,000,000",,,,有,1110826,,楠梓區,加昌段二小段,8.25,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,89.01,住家用,鋼筋混凝土造,13,931123,18,十三層;,0,4.62,秀群路457巷13號十三樓,楠梓區,加昌段二小段,19410000,5247000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),6,1,,5,0,5,有,公寓(5樓含以下無電梯),"3,980,000",,,,無,1110709,,楠梓區,加昌段,33.48,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,77.65,住家用,鋼筋混凝土造,4,671120,44,二層;,,,德民路632之2號,楠梓區,加昌段,3870000,1185000,
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,980,000",,,,有,1080828,,楠梓區,藍田西段,7.77,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,80.54,見其他登記事項,見其他登記事項,15,1110406,0,十四層;,,,大學十七街406號十四樓,楠梓區,藍田西段,1180000,2724000,
買賣,房地(土地+建物),1,1,,3,2,2,有,華廈(10層含以下有電梯),"3,950,000",,,,有,1110711,,楠梓區,右昌段二小段,28.53,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,122.02,住家用,鋼筋混凝土造,9,830203,28,七層;,,,右昌街487巷36號七樓,楠梓區,右昌段二小段,3070000,891000,
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"3,920,000",,,,有,1090607,原承買人洪猷起1101122轉讓與陳沛妤,楠梓區,藍田西段,7.82,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,81.1,見其他登記事項,見其他登記事項,15,1110406,0,十二層;,,,大學十七街396號十二樓,楠梓區,藍田西段,1180000,2670000,
買賣,房地(土地+建物),1,1,,2,2,1,有,公寓(5樓含以下無電梯),"3,900,000",,,,無,1110625,,楠梓區,清豐段,18.44,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,75.53,無建物主要用途資料,鋼筋混凝土造,5,720413,39,二層;,,,清泰路182號二樓之2,楠梓區,清豐段,1680000,872000,
買賣,房地(土地+建物),2,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,900,000",,,,無,1110725,,楠梓區,加昌段,28.51,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,108.01,無建物主要用途資料,鋼筋混凝土造,5,730324,38,三層;,,,樂群路127巷2弄2號三樓,楠梓區,加昌段,12380000,2971000,
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,880,000",,,,有,1090503,,楠梓區,藍田西段,7.19,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,74.53,見其他登記事項,見其他登記事項,15,1110406,0,十四層;,,,大學十七街410號十四樓,楠梓區,藍田西段,1180000,2750000,
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,830,000",,,,有,1080416,,楠梓區,藍田西段,7.44,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,76.97,見其他登記事項,見其他登記事項,15,1110406,0,十五層;,,,大學十七街400號十五樓,楠梓區,藍田西段,1180000,2699000,
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,800,000",,,,有,1080713,,楠梓區,藍田西段,6.98,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,76.24,見其他登記事項,見其他登記事項,15,1110406,0,十一層;,,,大學十七街412號十一樓,楠梓區,藍田西段,1180000,2760000,
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,800,000",,,,無,1110722,,楠梓區,楠梓段四小段,24.1,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,95.26,無建物主要用途資料,鋼筋混凝土造,5,710227,40,二層;,,,青農路57巷34號二樓之1,楠梓區,楠梓段四小段,3440000,326000,0301.陽台外推
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,800,000",,,,無,1110626,,楠梓區,加昌段,31.08,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,74.24,住家用,鋼筋混凝土造,5,711014,40,三層;,,,惠民路171巷9弄31之3號,楠梓區,加昌段,2400000,2890000,0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,1,3,1,2,有,華廈(10層含以下有電梯),"3,800,000",,,,有,1110601,,楠梓區,和平段一小段,26.26,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,110.79,住家用,鋼筋混凝土造,6,820719,29,六層;,0,0,加仁路41巷7號六樓之2,楠梓區,和平段一小段,5440000,1101000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,770,000",,,,無,1110529,,楠梓區,楠都段二小段,23,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,73.42,無建物主要用途資料,鋼筋混凝土造,5,730608,38,五層;,,,興楠路151巷65弄8之5號,楠梓區,楠都段二小段,5130000,52000,
買賣,房地(土地+建物),1,1,,3,2,1,有,公寓(5樓含以下無電梯),"3,750,000",,,,無,1110804,,楠梓區,加昌段,31.22,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,72.63,無建物主要用途資料,鋼筋混凝土造,4,670920,44,三層;,,,壽民路40巷15之3號,楠梓區,加昌段,6290000,940000,0301.陽台外推
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"3,750,000",,,,有,1090613,,楠梓區,援中段二小段,12.43,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,81,見其他登記事項,見其他登記事項,15,1110330,0,三層;,,,大學二十一路96號三樓,楠梓區,援中段二小段,650000,377000,
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,730,000",,,,有,1080809,,楠梓區,藍田西段,7.44,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,76.97,見其他登記事項,見其他登記事項,15,1110406,0,十二層;,,,大學十七街400號十二樓,楠梓區,藍田西段,1180000,2696000,
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,730,000",,,,有,1080506,土地交易日為108年9月6日,楠梓區,藍田西段,7.89,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,81.57,見其他登記事項,見其他登記事項,15,1110406,0,九層;,,,大學十七街402號九樓,楠梓區,藍田西段,1180000,2706000,
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"3,720,000",,,,有,1080927,,楠梓區,藍田西段,7.82,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,81.1,見其他登記事項,見其他登記事項,15,1110406,0,九層;,,,大學十七街396號九樓,楠梓區,藍田西段,1180000,2667000,
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"3,700,000",,,,有,1080528,,楠梓區,藍田西段,7.89,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,81.57,見其他登記事項,見其他登記事項,15,1110406,0,七層;,,,大學十七街402號七樓,楠梓區,藍田西段,1180000,2704000,
