申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,代表地號或門牌,行政區,地段,代表地號,代表建號,特殊交易態樣說明,備註欄
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"16,980,000",,,"2,000,000",有,1101016,13.58,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,220.54,見其他登記事項,見其他登記事項,029,1120418,0,十一層;,"2,000,000",27.83,七賢二路460號十一樓之1,鹽埕區,鹽府段,01960000,00474000,0901.預售屋、或土地及建物分件登記案件,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"14,320,000",,,"2,200,000",有,1090609,10.09,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,171.12,見其他登記事項,見其他登記事項,029,1120418,0,二十八層;,"2,200,000",27.83,七賢二路460號二十八樓之3,鹽埕區,鹽府段,01960000,00544000,0901.預售屋、或土地及建物分件登記案件,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"14,200,000",,,"2,200,000",有,1090522,10.09,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,171.12,見其他登記事項,見其他登記事項,029,1120418,0,二十七層;,"2,200,000",27.83,七賢二路460號二十七樓之3,鹽埕區,鹽府段,01960000,00543000,0901.預售屋、或土地及建物分件登記案件,
買賣,房地(土地+建物),2,1,,1,1,2,有,透天厝,"13,980,000",,,,無,1120521,73.00,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,117.76,住家用,見使用執照,002,02709,85,一層;二層;騎樓;,,,富野路61號,鹽埕區,鹽中段,02210000,00350000,0302.頂樓加蓋,
買賣,房地(土地+建物),2,1,,4,2,3,有,透天厝,"12,900,000",,,,無,1120408,67.00,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,80.18,無建物主要用途資料,加強磚造,002,0550829,57,一層;二層;,,,富野路154巷3號,鹽埕區,鹽北段,03080000,00138000,,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"12,800,000",,,"2,000,000",有,1090620,10.09,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,171.12,見其他登記事項,見其他登記事項,029,1120418,0,二十四層;,"2,000,000",27.83,七賢二路460號二十四樓之3,鹽埕區,鹽府段,01960000,00540000,0201.親友、員工、共有人或其他特殊關係間之交易0901.預售屋、或土地及建物分件登記案件,
買賣,房地(土地+建物),2,1,,4,3,4,有,透天厝,"12,300,000",,,,無,1120516,56.00,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,96.94,住商用,磚造,002,0461002,66,一層;二層;騎樓;,,,新樂街59號,鹽埕區,大智段,06560000,01509000,0304.其他增建,
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"11,120,000",,,,無,1090607,10.09,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,143.29,見其他登記事項,見其他登記事項,029,1120418,0,二十二層;,,,七賢二路460號二十二樓之3,鹽埕區,鹽府段,01960000,00538000,0901.預售屋、或土地及建物分件登記案件,
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"11,000,000",,,,有,1120518,13.22,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,135.31,住家用,鋼筋混凝土造,015,0960103,16,九層;,0,6.66,七賢三路1號九樓之10,鹽埕區,興福段,05660000,01174000,0102.傢俱設備費,買賣總價包含土地款660萬元，房屋及車位款440萬元
買賣,房地(土地+建物),1,1,,2,2,2,有,住宅大樓(11層含以上有電梯),"10,500,000",,,,有,1120506,11.47,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,120.49,住家用,鋼筋混凝土造,015,0960103,16,九層;,,,七賢三路1號九樓之3,鹽埕區,興福段,05660000,01180000,,
買賣,土地,2,0,,,,,無,,"9,680,000",,,,無,1120407,44.10,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,興福段 483-1 地號,鹽埕區,興福段,04830001,,0401.未登記建物,
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"8,400,000",,,"2,000,000",有,1120310,10.60,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,96.73,住家用,鋼筋混凝土造,014,0951205,16,十二層;,"2,000,000",16.53,七賢三路3號十二樓,鹽埕區,興福段,05620000,01063000,,
買賣,土地,2,0,,,,,無,,"8,074,536",,,,無,1120517,167.00,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鹽壽段 56-0 地號,鹽埕區,鹽壽段,00560000,,0201.親友、員工、共有人或其他特殊關係間之交易,
買賣,土地,4,0,,,,,無,,"7,860,000",,,,無,1120302,113.00,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,大榮段 549-0 地號,鹽埕區,大榮段,05490000,,0201.親友、員工、共有人或其他特殊關係間之交易0401.未登記建物,
買賣,房地(土地+建物),1,1,,4,2,3,有,住宅大樓(11層含以上有電梯),"7,700,000",,,,有,1111101,15.11,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,154.41,住家用,鋼筋混凝土造,012,0801029,31,六層;,,,大智路122號六樓,鹽埕區,大智段,04910000,02192000,0201.親友、員工、共有人或其他特殊關係間之交易,
買賣,房地(土地+建物),1,1,,3,2,1,有,住宅大樓(11層含以上有電梯),"7,650,000",,,,有,1120305,9.16,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,88.64,見其他登記事項,見其他登記事項,015,1071107,4,十五層;,,,七賢二路437號十五樓之6,鹽埕區,府北段五小段,01180000,02119000,,
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"7,350,000",,,,有,1120411,8.09,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,78.84,見其他登記事項,見其他登記事項,015,1071107,4,五層;,,,七賢二路437號五樓之1,鹽埕區,府北段五小段,01180000,02127000,,
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"7,000,000",,,"850,000",有,1120325,5.47,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,79.48,見其他登記事項,見其他登記事項,015,1090515,3,六層;,"850,000",5.54,大公路101號六樓之1,鹽埕區,興仁段,03910000,01065000,,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"6,800,000",,,,有,1120303,16.83,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,134.98,住家用,鋼筋混凝土造,012,0871208,24,七層;,0,9.25,堀江街31號七樓之2,鹽埕區,大東段,04950000,00643000,0301.陽台外推,
買賣,房地(土地+建物),2,1,,,,,無,公寓(5樓含以下無電梯),"6,600,000",,,,無,1120601,26.60,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,74.96,無建物主要用途資料,鋼筋混凝土造,005,0680811,44,一層;騎樓;,,,安石街37號,鹽埕區,興橋段,02580000,00597000,,
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"6,600,000",,,,有,1120313,5.63,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,70.95,見其他登記事項,見其他登記事項,015,1070329,5,三層;,,,大義街113號三樓之2,鹽埕區,大智段,05310000,02425000,,
買賣,土地,6,0,,,,,無,,"6,468,171",,,,無,1120518,59.00,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鹽壽段 207-7 地號,鹽埕區,鹽壽段,02070007,,0701.政府機關標讓售,
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"6,400,000",,,,有,1120310,8.79,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,80.20,住家用,鋼筋混凝土造,014,0951205,16,十二層;,,,七賢三路3號十二樓之3,鹽埕區,興福段,05620000,01062000,,
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"6,350,000",,,,有,1120411,11.01,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,121.62,住家用,鋼筋混凝土造,014,0850926,27,三層;,,,莒光街161號三樓之3,鹽埕區,鹽新段,03360000,00625000,,
買賣,房地(土地+建物),1,1,,3,2,2,有,華廈(10層含以下有電梯),"6,300,000",,,,有,1120409,10.74,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,107.48,住家用,鋼筋混凝土造,010,0871027,24,三層;,,,北端街72號三樓之1,鹽埕區,鹽北段,01490000,00671000,0101.裝潢費0102.傢俱設備費0304.其他增建,鐵鋁窗、採光罩增建。
買賣,房地(土地+建物),1,1,,3,2,2,有,華廈(10層含以下有電梯),"6,180,000",,,,有,1120520,18.80,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,126.08,無建物主要用途資料,鋼筋混凝土造,010,0730213,39,二層;,,,新樂街41號2樓,鹽埕區,大智段,06930000,00002000,0301.陽台外推,
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"6,000,000",,,,有,1120501,6.73,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,67.66,住家用,鋼筋混凝土造,015,0960103,16,十層;,0,6.66,七賢三路1號十樓之9,鹽埕區,興福段,05660000,01185000,0201.親友、員工、共有人或其他特殊關係間之交易,
買賣,房地(土地+建物),1,1,,5,2,4,有,透天厝,"5,900,000",,,,無,1120220,52.00,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,137.96,無建物主要用途資料,鋼筋混凝土造,004,0680915,43,一層;二層;三層;四層;,,,北斗街23巷21號,鹽埕區,鹽壽段,03200000,00371000,0304.其他增建,一樓增建沿著加蓋、一樓到四樓增建到滿。
買賣,房地(土地+建物),1,1,,0,0,2,有,華廈(10層含以下有電梯),"5,080,000",,,,有,1120423,12.95,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,102.50,見其他登記事項,見其他登記事項,010,0680831,44,六層;,,,府北路45號6樓2號,鹽埕區,府北段五小段,01230000,00091000,,
買賣,房地(土地+建物),3,2,,3,2,2,有,住宅大樓(11層含以上有電梯),"5,000,000",,,,有,1110916,11.46,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,86.43,無建物主要用途資料,鋼筋混凝土造,012,0711210,40,十二層;,,,五福四路263號12樓之2,鹽埕區,興福段,00050000,00097000,0201.親友、員工、共有人或其他特殊關係間之交易,此筆交易包含:鹽埕區五福四路263號12樓之2及鹽埕區五福四路263號12樓之4二筆建號
買賣,房地(土地+建物),2,1,,3,2,2,有,公寓(5樓含以下無電梯),"4,800,000",,,,無,1120516,17.98,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,74.34,無建物主要用途資料,鋼筋混凝土造,005,0680221,44,二層;,,,五福四路325號二樓之3,鹽埕區,興福段,02400000,00220000,,
買賣,房地(土地+建物),1,1,,2,2,2,有,華廈(10層含以下有電梯),"4,800,000",,,,無,1120409,12.20,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,96.48,住家用,鋼筋混凝土造,007,0790418,33,一層;,,,大安街99巷1號,鹽埕區,興福段,02410000,00766000,,
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"4,780,000",,,,無,1120321,24.91,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,110.47,無建物主要用途資料,鋼筋混凝土造,005,0721012,39,二層;,,,安石街30號2樓之1,鹽埕區,興橋段,02550000,01098000,0304.其他增建,陽台增建 鐵鋁窗增建
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"4,750,000",,,,有,1120331,8.79,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,78.59,住家用,鋼筋混凝土造,011,0841017,27,八層;,,,大有街1號八樓,鹽埕區,府北段五小段,01690000,01941000,,
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"4,600,000",,,,無,1120519,25.10,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,98.13,無建物主要用途資料,鋼筋混凝土造,005,0690205,43,三層;,,,大安街130號3樓之1,鹽埕區,興橋段,04740000,00898000,0101.裝潢費,屋內翻新
買賣,房地(土地+建物),2,1,,4,0,4,有,公寓(5樓含以下無電梯),"4,500,000",,,,無,1120508,26.60,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,77.40,無建物主要用途資料,鋼筋混凝土造,005,0680811,44,四層;,,,安石街29號4樓之1,鹽埕區,興橋段,02580000,00701000,,
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"4,350,000",,,,有,1120421,6.02,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,63.70,住家用,鋼筋混凝土造,013,0890824,23,八層;,,,七賢三路196號八樓之2,鹽埕區,鹽中段,03840000,00523000,,
買賣,建物,0,1,,5,2,3,有,透天厝,"4,200,000",,,,無,1120330,,-,無使用分區資料,無土地編定使用地類別資料,190.59,商業用,加強磚造,003,0500207,62,一層;二層;三層;騎樓;,,,光榮街88號,鹽埕區,大智段,,00092000,0102.傢俱設備費0504.含租約,
買賣,房地(土地+建物),1,1,,6,1,3,有,透天厝,"4,200,000",,,,無,1111102,29.00,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,122.00,住商用,加強磚造,004,0571017,54,一層;二層;三層;四層;,,,五福四路229巷25之2號,鹽埕區,大勇段,04000000,00372000,0304.其他增建,原合約總價新台幣肆佰參拾萬，賣方有折讓壹拾萬，合約總價更改為新台幣肆佰貳拾萬。
買賣,房地(土地+建物),1,1,,2,2,2,有,華廈(10層含以下有電梯),"4,100,000",,,,有,1120321,17.08,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,108.73,住家用,鋼筋混凝土造,006,0780523,34,五層;,,,新樂街79之1號五樓之3,鹽埕區,大智段,04850000,02118000,0301.陽台外推,
買賣,房地(土地+建物),3,1,,3,2,1,有,公寓(5樓含以下無電梯),"3,500,000",,,,無,1120414,27.58,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,92.72,無建物主要用途資料,鋼筋混凝土造,005,0691001,43,四層;,,,壽星街25巷13號4樓之2,鹽埕區,鹽北段,02860000,00371000,,
買賣,房地(土地+建物),3,2,,2,0,2,有,住宅大樓(11層含以上有電梯),"3,300,000",,,,有,1120112,8.03,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,60.32,無建物主要用途資料,鋼筋混凝土造,012,0711210,40,七層;,,,五福四路263號7樓之7,鹽埕區,興福段,00050000,00536000,0101.裝潢費0102.傢俱設備費0304.其他增建,陽台、陽台產權無登記
買賣,房地(土地+建物),2,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,140,000",,,,無,1120508,20.50,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,98.71,無建物主要用途資料,鋼筋混凝土造,005,0721027,40,五層;,,,新化街119號5樓之1,鹽埕區,大東段,03160000,00328000,0102.傢俱設備費,賣方已折讓64萬元之價金，買方亦知悉其屋況，賣方就全屋已知及未知之瑕疵，不負物之瑕疵擔保責任，但重大瑕疵不得排除。
買賣,房地(土地+建物),1,1,,5,1,3,有,透天厝,"3,100,000",,,,無,1120227,56.98,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,120.73,住家用,加強磚造,003,0560628,56,一層;二層;三層;,,,大智路28之4號,鹽埕區,大成段,08810000,00048000,0302.頂樓加蓋0303.夾層0304.其他增建,
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"3,000,000",,,,無,1120513,25.95,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,81.75,無建物主要用途資料,鋼筋混凝土造,005,0680811,44,五層;,,,田單街34號5樓之1,鹽埕區,興橋段,01580000,00623000,0302.頂樓加蓋,本標的目前有壁癌情形，買方同意自行修復並負擔修繕所需費用，賣方已折讓價金，依現況點交給買方，賣方不負民法規範滲漏水瑕疵保固之責任。
買賣,房地(土地+建物),1,1,,2,1,2,有,住宅大樓(11層含以上有電梯),"3,000,000",,,,有,1120405,8.54,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,92.20,無建物主要用途資料,鋼筋混凝土造,012,0730324,39,五層;,,,七賢三路213號5樓之1,鹽埕區,鹽壽段,01480000,00128000,,
買賣,房地(土地+建物),1,2,,1,1,1,有,華廈(10層含以下有電梯),"2,700,000",,,,有,1120520,7.50,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,45.37,無建物主要用途資料,鋼筋混凝土造,010,0710531,41,九層;,,,富野路50號9樓之2,鹽埕區,府北段五小段,02460000,01603000,,
買賣,房地(土地+建物),1,2,,,,,無,華廈(10層含以下有電梯),"2,200,000",,,,有,1120224,7.26,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,47.23,無建物主要用途資料,鋼筋混凝土造,010,0690806,43,八層;,,,新樂街67號8樓之9,鹽埕區,大智段,06630000,01685000,0102.傢俱設備費,
買賣,房地(土地+建物),1,1,,,,,無,住宅大樓(11層含以上有電梯),"2,050,000",,,,有,1120413,2.85,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,36.36,住家用,鋼筋混凝土造,012,0790404,33,七層;,,,河西路118號七樓之3,鹽埕區,府北段五小段,01610000,01882000,,
買賣,土地,1,0,,,,,無,,"1,886,422",,,,無,1120418,64.71,其他-道路用地,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,興福段 410-0 地號,鹽埕區,興福段,04100000,,0604.(包含)公共設施保留地(用地),
買賣,房地(土地+建物),1,1,,1,0,1,有,住宅大樓(11層含以上有電梯),"1,820,000",,,,有,1120413,3.70,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,53.47,無建物主要用途資料,鋼筋混凝土造,012,0710226,41,六層;,,,河西路103號6樓之12,鹽埕區,府北段五小段,01800000,01448000,,
買賣,房地(土地+建物),1,1,,1,1,1,有,住宅大樓(11層含以上有電梯),"1,750,000",,,,有,1120408,2.69,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,30.71,無建物主要用途資料,鋼筋混凝土造,012,0701124,41,七層;,,,府北路25號7樓之19,鹽埕區,府北段五小段,02210000,01376000,0102.傢俱設備費,
買賣,房地(土地+建物),1,1,,1,1,1,有,住宅大樓(11層含以上有電梯),"1,750,000",,,,有,1120303,2.69,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,30.71,無建物主要用途資料,鋼筋混凝土造,012,0701124,41,四層;,,,府北路25號4樓之19,鹽埕區,府北段五小段,02210000,01254000,0102.傢俱設備費,
買賣,房地(土地+建物),1,1,,2,2,1,有,華廈(10層含以下有電梯),"1,720,000",,,,有,1120518,6.81,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,43.08,無建物主要用途資料,鋼筋混凝土造,010,0710531,41,十層;,,,富野路50號10樓之3,鹽埕區,府北段五小段,02460000,01571000,,
買賣,土地,1,0,,,,,無,,"1,674,640",,,,無,1120321,9.23,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鹽中段 28-0 地號,鹽埕區,鹽中段,00280000,,,
買賣,土地,1,0,,,,,無,,"1,674,640",,,,無,1120327,9.23,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,鹽中段 28-0 地號,鹽埕區,鹽中段,00280000,,,
買賣,房地(土地+建物),1,1,,1,1,1,有,住宅大樓(11層含以上有電梯),"1,670,000",,,,有,1120420,2.78,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,32.26,無建物主要用途資料,鋼筋混凝土造,012,0690618,43,九層;,,,府北路36號9樓之20,鹽埕區,府北段五小段,01460000,00416000,,
買賣,房地(土地+建物),1,1,,1,0,1,有,住宅大樓(11層含以上有電梯),"1,580,000",,,,有,1120525,2.58,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,29.70,無建物主要用途資料,鋼筋混凝土造,012,0690618,43,七層;,,,府北路36號7樓之2,鹽埕區,府北段五小段,01460000,00379000,,
買賣,房地(土地+建物),1,1,,1,1,1,有,住宅大樓(11層含以上有電梯),"1,500,000",,,,有,1120530,2.27,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,25.48,無建物主要用途資料,鋼筋混凝土造,012,0691117,43,四層;,,,府北路20號4樓之5,鹽埕區,府北段五小段,01890000,00513000,,
買賣,土地,2,0,,,,,無,,"1,415,900",,,,無,1120320,10.00,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,大榮段 17-0 地號,鹽埕區,大榮段,00170000,,0701.政府機關標讓售,
買賣,房地(土地+建物),1,1,,,,,無,住宅大樓(11層含以上有電梯),"1,380,000",,,,有,1120601,2.97,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,29.90,無建物主要用途資料,鋼筋混凝土造,012,0691117,43,四層;,,,府北路20號4樓之2,鹽埕區,府北段五小段,01890000,00511000,,
買賣,房地(土地+建物),1,1,,,,,無,住宅大樓(11層含以上有電梯),"1,350,000",,,,有,1120412,2.69,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,30.71,無建物主要用途資料,鋼筋混凝土造,012,0701124,41,六層;,,,府北路25號6樓之20,鹽埕區,府北段五小段,02210000,01201000,,
買賣,房地(土地+建物),1,1,,1,1,1,有,住宅大樓(11層含以上有電梯),"1,300,000",,,,有,1120513,3.50,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,39.12,無建物主要用途資料,鋼筋混凝土造,012,0691117,42,八層;,,,府北路20號8樓之14,鹽埕區,府北段五小段,01890000,00596000,,
買賣,房地(土地+建物),1,1,,1,0,1,有,住宅大樓(11層含以上有電梯),"1,300,000",,,,有,1120222,2.10,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,23.89,無建物主要用途資料,鋼筋混凝土造,012,0691117,42,十二層;,,,府北路20號12樓之7,鹽埕區,府北段五小段,01890000,00667000,0305.未登記建物,
買賣,建物,0,1,,1,1,1,有,住宅大樓(11層含以上有電梯),"1,250,000",,,,有,1120506,,-,無使用分區資料,無土地編定使用地類別資料,37.79,無建物主要用途資料,鋼筋混凝土造,016,0750217,37,九層;,,,北斗街5號9樓之9,鹽埕區,鹽壽段,,00614000,,
買賣,房地(土地+建物),1,1,,1,1,1,有,住宅大樓(11層含以上有電梯),"1,210,000",,,,有,1120502,2.78,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,32.26,無建物主要用途資料,鋼筋混凝土造,012,0690618,43,七層;,,,府北路36號7樓之11,鹽埕區,府北段五小段,01460000,00372000,,
