申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,代表地號或門牌,行政區,地段,代表地號,代表建號,特殊交易態樣說明,備註欄
1120908,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"9,400,000",,,,有,1120722,5.96,其他-特定第五種住宅區,,,81.22,見其他登記事項,見其他登記事項,015,1120313,0,四層;,,,高雄市鼓山區青海路３３６號四樓之２,鼓山區,青海段,05080000,15698000,,
1120620,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,390,000",,,"1,050,000",有,1080916,6.63,其他-特定第四種商業區,,,135.31,見其他登記事項,見其他登記事項,026,1120509,0,十八層;,"1,050,000",32.79,高雄市鼓山區明誠四路１５８號十八樓,鼓山區,青海段,01720000,16011000,0901.預售屋、或土地及建物分件登記案件,另有讓渡
1120617,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,380,000",,,"1,200,000",有,1090810,6.59,其他-特定第四種商業區,,,135.31,見其他登記事項,見其他登記事項,026,1120509,0,七層;,"1,200,000",32.79,高雄市鼓山區明誠四路１５８號七樓,鼓山區,青海段,01720000,16000000,0901.預售屋、或土地及建物分件登記案件,另有讓渡
1120620,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,370,000",,,"1,150,000",有,1081008,6.63,其他-特定第四種商業區,,,135.31,見其他登記事項,見其他登記事項,026,1120509,0,十五層;,"1,150,000",32.79,高雄市鼓山區明誠四路１５８號十五樓,鼓山區,青海段,01720000,16008000,0901.預售屋、或土地及建物分件登記案件,
1120621,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,360,000",,,"680,000",有,1090724,6.70,其他-特定第四種商業區,,,119.88,見其他登記事項,見其他登記事項,026,1120509,0,十六層;,"680,000",13.36,高雄市鼓山區明誠四路１５８號十六樓之２,鼓山區,青海段,01720000,16052000,0901.預售屋、或土地及建物分件登記案件,
1120619,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,300,000",,,"830,000",有,1090203,6.70,其他-特定第四種商業區,,,119.88,見其他登記事項,見其他登記事項,026,1120509,0,二十四層;,"830,000",13.36,高雄市鼓山區明誠四路１５８號二十四樓之２,鼓山區,青海段,01720000,16060000,0901.預售屋、或土地及建物分件登記案件,
1120621,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,300,000",,,"1,100,000",有,1081216,6.47,其他-特定第四種商業區,,,134.12,見其他登記事項,見其他登記事項,026,1120509,0,十九層;,"1,100,000",32.79,高雄市鼓山區明誠四路１５８號十九樓之３,鼓山區,青海段,01720000,16077000,0901.預售屋、或土地及建物分件登記案件,
1120620,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,300,000",,,"830,000",有,1081217,6.61,其他-特定第四種商業區,,,119.11,見其他登記事項,見其他登記事項,026,1120509,0,二十層;,"830,000",13.36,高雄市鼓山區明誠四路１５８號二十樓之１,鼓山區,青海段,01720000,16035000,0901.預售屋、或土地及建物分件登記案件,
1120818,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"9,300,000",,,,有,1120626,11.97,其他-第五種住宅區,,,93.54,住家用,鋼筋混凝土造,014,0940909,18,六層;,0,0.00,高雄市鼓山區裕國街１３７號六樓,鼓山區,龍中段,02260000,02481000,,
1120621,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,290,000",,,"1,100,000",有,1081227,6.47,其他-特定第四種商業區,,,134.12,見其他登記事項,見其他登記事項,026,1120509,0,二十四層;,"1,100,000",32.79,高雄市鼓山區明誠四路１５８號二十四樓之３,鼓山區,青海段,01720000,16082000,0901.預售屋、或土地及建物分件登記案件,另有讓渡
1120620,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,280,000",,,"830,000",有,1090205,6.61,其他-特定第四種商業區,,,119.11,見其他登記事項,見其他登記事項,026,1120509,0,二十一層;,"830,000",13.36,高雄市鼓山區明誠四路１５８號二十一樓之１,鼓山區,青海段,01720000,16036000,0901.預售屋、或土地及建物分件登記案件,
1120620,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,270,000",,,"830,000",有,1080920,6.61,其他-特定第四種商業區,,,119.11,見其他登記事項,見其他登記事項,026,1120509,0,十七層;,"830,000",13.36,高雄市鼓山區明誠四路１５８號十七樓之１,鼓山區,青海段,01720000,16032000,0901.預售屋、或土地及建物分件登記案件,另有讓渡
1120912,房地(土地+建物)+車位,1,1,1,1,1,1,有,住宅大樓(11層含以上有電梯),"9,250,000",,,,有,1120527,8.71,其他-特定第五種住宅區,,,90.67,見其他登記事項,見其他登記事項,015,1041007,8,十四層;,0,15.35,高雄市鼓山區美術北三路２００號十四樓,鼓山區,青海段,01010000,13456000,,附贈家具、家電
1120517,房地(土地+建物)+車位,1,1,1,2,1,2,有,住宅大樓(11層含以上有電梯),"9,250,000",,,"2,200,000",有,1100813,12.12,其他-特定第五種住宅區,,,127.46,見其他登記事項,見其他登記事項,015,1120313,0,十四層;,"2,200,000",49.04,高雄市鼓山區青海路３３０號十四樓,鼓山區,青海段,05080000,15653000,0901.預售屋、或土地及建物分件登記案件,
1120621,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"9,230,000",,,,有,1090921,6.96,其他-特定第四種商業區,,,113.31,見其他登記事項,見其他登記事項,026,1120509,0,十五層;,,,高雄市鼓山區明誠四路１５８號十五樓之２,鼓山區,青海段,01720000,16051000,0901.預售屋、或土地及建物分件登記案件,另有讓渡
1120807,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,210,000",,,"1,150,000",有,1090623,6.63,其他-特定第四種商業區,,,135.31,見其他登記事項,見其他登記事項,026,1120509,0,二十層;,"1,150,000",32.79,高雄市鼓山區明誠四路１５８號二十樓,鼓山區,青海段,01720000,16013000,0901.預售屋、或土地及建物分件登記案件,另有讓渡
1120811,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"9,200,000",,,,有,1120627,11.93,其他-特定第五種住宅區,,,89.32,住家用,鋼筋混凝土造,014,0931206,19,八層;,,,高雄市鼓山區美術東二路４８號八樓之１,鼓山區,青海段,06600000,02838000,0102.傢俱設備費,
1120828,房地(土地+建物)+車位,1,1,1,2,2,1,有,住宅大樓(11層含以上有電梯),"9,200,000",,,,有,1120731,7.69,其他-第四種商業區,,,90.47,住家用,鋼筋混凝土造,015,1020527,10,十五層;,0,9.87,高雄市鼓山區文忠路１４３號十五樓,鼓山區,龍華段八小段,22210000,10850000,,
1120619,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,200,000",,,"1,200,000",有,1081101,6.47,其他-特定第四種商業區,,,134.12,見其他登記事項,見其他登記事項,026,1120509,0,十七層;,"1,200,000",32.79,高雄市鼓山區明誠四路１５８號十七樓之３,鼓山區,青海段,01720000,16075000,0901.預售屋、或土地及建物分件登記案件,
1120713,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,200,000",,,"1,050,000",有,1081204,6.59,其他-特定第四種商業區,,,132.69,見其他登記事項,見其他登記事項,026,1120509,0,五層;,"1,050,000",30.17,高雄市鼓山區明誠四路１５８號五樓,鼓山區,青海段,01720000,15998000,0901.預售屋、或土地及建物分件登記案件,另有讓渡
1120713,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,200,000",,,"830,000",有,1090410,6.61,其他-特定第四種商業區,,,119.11,見其他登記事項,見其他登記事項,026,1120509,0,二十四層;,"830,000",13.36,高雄市鼓山區明誠四路１５８號二十四樓之１,鼓山區,青海段,01720000,16039000,0901.預售屋、或土地及建物分件登記案件,另有讓渡
1120620,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,160,000",,,"700,000",有,1080701,6.61,其他-特定第四種商業區,,,119.11,見其他登記事項,見其他登記事項,026,1120509,0,十八層;,"700,000",13.36,高雄市鼓山區明誠四路１５８號十八樓之１,鼓山區,青海段,01720000,16033000,0901.預售屋、或土地及建物分件登記案件,
1120704,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,160,000",,,"1,050,000",有,1090203,6.47,其他-特定第四種商業區,,,134.12,見其他登記事項,見其他登記事項,026,1120509,0,十六層;,"1,050,000",32.79,高雄市鼓山區明誠四路１５８號十六樓之３,鼓山區,青海段,01720000,16074000,0901.預售屋、或土地及建物分件登記案件,
1120705,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"9,150,000",,,,有,1120610,9.26,其他-特定第四種商業區,,,88.25,住家用,鋼筋混凝土造,015,0950808,17,十五層;,,,高雄市鼓山區美術北三路９７號十五樓,鼓山區,青海段,01660000,06738000,,
1120617,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,100,000",,,"780,000",有,1090701,6.42,其他-特定第四種商業區,,,115.88,見其他登記事項,見其他登記事項,026,1120509,0,十一層;,"780,000",13.36,高雄市鼓山區明誠四路１５８號十一樓,鼓山區,青海段,01720000,16004000,0901.預售屋、或土地及建物分件登記案件,
1120620,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,100,000",,,"830,000",有,1090320,6.61,其他-特定第四種商業區,,,119.11,見其他登記事項,見其他登記事項,026,1120509,0,十六層;,"830,000",13.36,高雄市鼓山區明誠四路１５８號十六樓之１,鼓山區,青海段,01720000,16031000,0901.預售屋、或土地及建物分件登記案件,
1120619,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,000,000",,,"830,000",有,1090420,6.45,其他-特定第四種商業區,,,115.88,見其他登記事項,見其他登記事項,026,1120509,0,二十四層;,"830,000",13.36,高雄市鼓山區明誠四路１５８號二十四樓,鼓山區,青海段,01720000,16017000,0901.預售屋、或土地及建物分件登記案件,
1120720,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,000,000",,,,有,1120702,11.71,其他-第四種商業區,,,126.34,住家用,鋼筋混凝土造,015,0951018,17,二層;,0,4.92,高雄市鼓山區文忠路７２號二樓之２,鼓山區,龍華段八小段,21910000,10320000,0301.陽台外推,附贈冷氣全部
1120809,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"8,980,000",,,,有,1120729,9.45,其他-第四種商業區,,,91.33,住家用,鋼筋混凝土造,015,0950809,17,十層;,0,11.83,高雄市鼓山區龍勝路１６２號十樓,鼓山區,龍中段,00870000,04138000,0102.傢俱設備費,
1120711,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,950,000",,,"1,050,000",有,1090113,6.47,其他-特定第四種商業區,,,134.12,見其他登記事項,見其他登記事項,026,1120509,0,二十三層;,"1,050,000",32.79,高雄市鼓山區明誠四路１５８號二十三樓之３,鼓山區,青海段,01720000,16081000,0901.預售屋、或土地及建物分件登記案件,
1120517,房地(土地+建物),1,1,,2,1,2,有,住宅大樓(11層含以上有電梯),"8,910,000",,,,有,1120222,5.93,其他-特定第五種住宅區,,,78.41,見其他登記事項,見其他登記事項,015,1120313,0,九層;,,,高雄市鼓山區青海路３３０號九樓,鼓山區,青海段,05080000,15648000,0901.預售屋、或土地及建物分件登記案件,
1120731,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"8,900,000",,,,無,1120610,30.19,其他-第三種住宅區,,,93.11,無建物主要用途資料,鋼筋混凝土造,005,0720606,40,一層;,,,高雄市鼓山區華泰路１６２巷１號,鼓山區,龍華段一小段,08600006,01184000,0304.其他增建,其他增建:遮雨棚增建+平台增建
1120802,房地(土地+建物),1,1,,3,2,1,有,住宅大樓(11層含以上有電梯),"8,900,000",,,,有,1120624,12.62,其他-特定第五種住宅區,,,94.65,住家用,鋼筋混凝土造,013,0941215,18,六層;,,,高雄市鼓山區馬卡道路４１３號六樓,鼓山區,青海段,00360000,04959000,0102.傢俱設備費,
1120809,房地(土地+建物)+車位,1,1,1,5,1,3,有,華廈(10層含以下有電梯),"8,900,000",,,,有,1120226,22.72,其他-第三種住宅區,,,173.95,住家用,鋼筋混凝土造,010,0830124,29,十層;夾層;,0,0.00,高雄市鼓山區龍德路２５３號十樓之４,鼓山區,龍華段四小段,07180000,00826000,,
1120619,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,880,000",,,"830,000",有,1090116,6.42,其他-特定第四種商業區,,,115.88,見其他登記事項,見其他登記事項,026,1120509,0,十層;,"830,000",13.36,高雄市鼓山區明誠四路１５８號十樓,鼓山區,青海段,01720000,16003000,0901.預售屋、或土地及建物分件登記案件,
1120620,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,800,000",,,"650,000",有,1090605,6.42,其他-特定第四種商業區,,,115.88,見其他登記事項,見其他登記事項,026,1120509,0,六層;,"650,000",13.36,高雄市鼓山區明誠四路１５８號六樓,鼓山區,青海段,01720000,15999000,0901.預售屋、或土地及建物分件登記案件,
1120807,房地(土地+建物)+車位,2,1,1,3,1,2,有,住宅大樓(11層含以上有電梯),"8,800,000",,,,有,1120802,12.46,其他-第四種住宅區,,,115.52,住家用,鋼筋混凝土造,019,1000120,13,五層;,0,0.00,高雄市鼓山區鼓山一路１３３巷１２號五樓,鼓山區,鼓中段五小段,03270000,01305000,0201.親友、員工、共有人或其他特殊關係間之交易,
1120823,房地(土地+建物),1,1,,,,,無,公寓(5樓含以下無電梯),"8,800,000",,,,無,1120728,29.84,其他-第三種住宅區,,,106.12,無建物主要用途資料,鋼筋混凝土造,005,0700425,42,一層;二層;,,,高雄市鼓山區龍德路４１巷１６號,鼓山區,龍華段三小段,06660006,00326000,,
1120619,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,800,000",,,"680,000",有,1090812,6.42,其他-特定第四種商業區,,,115.88,見其他登記事項,見其他登記事項,026,1120509,0,四層;,"680,000",13.36,高雄市鼓山區明誠四路１５８號四樓,鼓山區,青海段,01720000,15997000,0901.預售屋、或土地及建物分件登記案件,另有讓渡
1120619,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,800,000",,,"580,000",有,1090703,6.42,其他-特定第四種商業區,,,115.88,見其他登記事項,見其他登記事項,026,1120509,0,九層;,"580,000",13.36,高雄市鼓山區明誠四路１５８號九樓,鼓山區,青海段,01720000,16002000,0901.預售屋、或土地及建物分件登記案件,另有讓渡
1120619,房地(土地+建物)+車位,2,1,1,4,2,2,有,華廈(10層含以下有電梯),"8,790,000",,,,有,1120518,19.81,其他-第四種商業區,,,162.18,住家用,鋼筋混凝土造,008,0780605,34,八層;,0,0.00,高雄市鼓山區昌盛路２８９號八樓,鼓山區,龍華段八小段,23180000,02847000,,"本標的物現況有滲漏水情形，買方同意自行維修並負擔修繕費用，賣方免除物之瑕疵擔保責任，惟若重大瑕疵除外(如：非自然身故、輻射屋、海砂屋...等)。
主臥室增建"
1120711,房地(土地+建物),1,1,,5,2,2,有,透天厝,"8,700,000",,,,無,1120622,84.00,其他-第三種住宅區,,,42.03,無建物主要用途資料,磚造,001,0500530,62,一層;,,,高雄市鼓山區青泉街８２巷１３號,鼓山區,內惟段八小段,08340000,00591000,,含二樓增建未保存部分
1120517,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"8,700,000",,,,有,1101117,6.04,其他-特定第五種住宅區,,,82.20,見其他登記事項,見其他登記事項,015,1120313,0,四層;,,,高雄市鼓山區青海路３２６號四樓,鼓山區,青海段,05080000,15617000,0901.預售屋、或土地及建物分件登記案件,
1120912,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"8,700,000",,,,有,1120821,9.53,其他-特定第四種商業區,,,91.09,住家用,鋼筋混凝土造,015,0950808,17,四層;,,,高雄市鼓山區美術北三路９９號四樓,鼓山區,青海段,01660000,06713000,,
1120725,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"8,680,000",,,,無,1120531,37.83,其他-第三種住宅區,,,76.00,無建物主要用途資料,鋼筋混凝土造,004,0670513,45,一層;,,,高雄市鼓山區中華一路２９巷４８弄６７號,鼓山區,龍華段一小段,02410000,00748000,0304.其他增建,
1120620,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,680,000",,,"730,000",有,1090413,6.42,其他-特定第四種商業區,,,115.88,見其他登記事項,見其他登記事項,026,1120509,0,十三層;,"730,000",13.36,高雄市鼓山區明誠四路１５８號十三樓,鼓山區,青海段,01720000,16006000,0901.預售屋、或土地及建物分件登記案件,
1120731,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"8,600,000",,,,有,1120703,7.90,其他-第四種商業區,,,81.60,住家用,鋼筋混凝土造,015,0940513,18,二層;,,,高雄市鼓山區富農路２０９號二樓,鼓山區,龍中段,01030000,01359000,,
1120919,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"8,600,000",,,,有,1120714,11.01,其他-第四種商業區,,,105.88,住家用,鋼筋混凝土造,014,0931006,19,七層;,0,17.14,高雄市鼓山區明誠三路６６９號七樓之１,鼓山區,龍中段,01480000,00467000,0101.裝潢費0102.傢俱設備費,
1120724,房地(土地+建物),1,1,,3,2,2,有,透天厝,"8,600,000",,,,無,1120713,80.00,其他-第三種住宅區,,,122.11,無建物主要用途資料,加強磚造,002,0580723,54,一層;二層;騎樓;,,,高雄市鼓山區青泉街５８號,鼓山區,內惟段八小段,08760000,00553000,0304.其他增建,
1120712,房地(土地+建物),3,1,,4,2,2,有,華廈(10層含以下有電梯),"8,600,000",,,,有,1120616,46.45,其他-第四種住宅區,,,156.65,住家用,鋼筋混凝土造,006,0830513,29,二層;,,,高雄市鼓山區青峰街６７號二樓,鼓山區,內惟段三小段,06500000,00969000,,
1120824,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"8,580,000",,,,有,1120716,8.95,其他-第五種住宅區,,,99.24,住家用,鋼筋混凝土造,015,1011121,11,八層;,0,10.24,高雄市鼓山區九如四路５５２號八樓,鼓山區,內惟段九小段,00190000,00719000,,
1120620,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,580,000",,,"630,000",有,1090608,6.42,其他-特定第四種商業區,,,115.88,見其他登記事項,見其他登記事項,026,1120509,0,八層;,"630,000",13.36,高雄市鼓山區明誠四路１５８號八樓,鼓山區,青海段,01720000,16001000,0901.預售屋、或土地及建物分件登記案件,
1120802,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"8,560,000",,,,有,1120629,10.93,其他-特定第五種住宅區,,,82.77,住家用,鋼筋混凝土造,014,0930610,19,六層;,,,高雄市鼓山區美術南三路１０８號六樓,鼓山區,青海段,06070000,02021000,0102.傢俱設備費,
1120803,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,550,000",,,"680,000",有,1081226,6.30,其他-特定第四種商業區,,,114.70,見其他登記事項,見其他登記事項,026,1120509,0,二十一層;,"680,000",13.36,高雄市鼓山區明誠四路１５８號二十一樓之３,鼓山區,青海段,01720000,16079000,0901.預售屋、或土地及建物分件登記案件,
1120901,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"8,500,000",,,,有,1120702,8.76,其他-特定第四種商業區,,,89.63,住家用,鋼筋混凝土造,019,0950525,17,十二層;,,,高雄市鼓山區美術北一街７號十二樓,鼓山區,青海段,01390000,06296000,,
1120726,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"8,500,000",,,,有,1120501,10.19,其他-第五種住宅區,,,88.27,住家用,鋼筋混凝土造,014,0940909,18,十層;,,,高雄市鼓山區裕國街１３９號十樓,鼓山區,龍中段,02260000,02496000,,
1120823,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"8,400,000",,,,有,1120822,9.67,其他-特定第四種商業區,,,97.51,住家用,鋼筋混凝土造,015,0951101,17,五層;,,,高雄市鼓山區美術東六街１５１號五樓,鼓山區,青海段,02090000,08214000,,
1120914,房地(土地+建物),1,1,,6,2,3,有,透天厝,"8,400,000",,,,無,1120328,49.00,其他-第四種住宅區,,,88.75,無建物主要用途資料,鋼筋混凝土造,003,0661014,45,一層;二層;三層;,,,高雄市鼓山區內惟路４３５巷５１號,鼓山區,內惟段一小段,08590064,01056000,,
1120707,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"8,400,000",,,,有,1120516,8.40,其他-第四種商業區,,,92.44,住家用,鋼筋混凝土造,015,0940421,18,十一層;,,,高雄市鼓山區文忠路５７號十一樓之２,鼓山區,龍華段八小段,24010000,09505000,0102.傢俱設備費,
1120825,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"8,360,000",,,,有,1120816,8.33,其他-第四種商業區,,,81.93,住家用,鋼筋混凝土造,015,0940602,18,三層;,,,高雄市鼓山區龍德路２７３號三樓,鼓山區,龍中段,01130000,01667000,,
1120706,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"8,300,000",,,,有,1120706,7.61,其他-特定第四種商業區,,,76.17,住家用,鋼筋混凝土造,015,0950126,17,十四層;,,,高雄市鼓山區美術東七街３０號十四樓,鼓山區,青海段,01870000,05201000,,
1120817,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"8,230,000",,,,有,1120313,10.30,其他-特定第五種住宅區,,,87.00,住家用,鋼筋混凝土造,014,0940616,18,十二層;,,,高雄市鼓山區美術南五街１９０號十二樓,鼓山區,青海段,03680000,03730000,0102.傢俱設備費0301.陽台外推,
1120620,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"8,230,000",,,,有,1090701,6.24,其他-特定第四種商業區,,,102.52,見其他登記事項,見其他登記事項,026,1120509,0,十四層;,,,高雄市鼓山區明誠四路１５８號十四樓,鼓山區,青海段,01720000,16007000,0901.預售屋、或土地及建物分件登記案件,另有讓渡
1120829,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"8,180,000",,,,有,1120824,9.33,其他-第三種特定商業專用區,,,89.69,住家用,鋼筋混凝土造,014,0930224,20,三層;,,,高雄市鼓山區美術東六街２１８號三樓,鼓山區,青海段,02030000,01573000,0102.傢俱設備費,
1120619,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"8,150,000",,,,有,1090929,6.24,其他-特定第四種商業區,,,104.92,見其他登記事項,見其他登記事項,026,1120509,0,三層;,,,高雄市鼓山區明誠四路１５８號三樓,鼓山區,青海段,01720000,15996000,0901.預售屋、或土地及建物分件登記案件,
1120525,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"8,100,000",,,,有,1120525,7.04,其他-第四種商業區,,,75.51,住家用,鋼筋混凝土造,015,1030925,9,七層;,,,高雄市鼓山區文忠路９１號七樓,鼓山區,龍華段八小段,22100000,11128000,,
1120801,房地(土地+建物),1,1,,6,2,3,有,透天厝,"8,000,000",,,,無,1120707,61.00,其他-第三種住宅區,,,143.97,無建物主要用途資料,鋼筋混凝土造,003,0730706,39,一層;二層;三層;地下層;,,,高雄市鼓山區鐵路街２５巷７號,鼓山區,鼓中段二小段,00660014,00351000,0102.傢俱設備費0304.其他增建,
1120706,房地(土地+建物),2,1,,4,2,3,有,透天厝,"8,000,000",,,,無,1120518,27.25,其他-第三種商業區,,,95.29,無建物主要用途資料,鋼筋混凝土造,004,0660516,46,一層;二層;三層;四層;騎樓;,,,高雄市鼓山區延平街６３號,鼓山區,鼓南段三小段,06160000,00510000,,
1120613,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"8,000,000",,,,有,1120608,8.12,其他-特定第四種商業區,,,98.32,住家用,鋼筋混凝土造,015,0980325,14,六層;,0,14.93,高雄市鼓山區美術東四路４５８號六樓,鼓山區,青海段,02090001,10218000,0102.傢俱設備費,
1120713,房地(土地+建物)+車位,2,1,1,4,2,3,有,住宅大樓(11層含以上有電梯),"8,000,000",,,,有,1120627,25.81,其他-第三種住宅區,,,185.24,住家用,鋼筋混凝土造,016,0860321,26,十五層;十六層;,0,0.00,高雄市鼓山區慶豐街５８號十五樓,鼓山區,龍華段二小段,01720000,07678000,,
1120703,房地(土地+建物),1,1,,4,2,3,有,透天厝,"8,000,000",,,,無,1120601,80.00,其他-第三種住宅區,,,167.77,住家用,鋼筋混凝土造,003,0771130,35,一層;二層;三層;,,,高雄市鼓山區鼓山二路２１８巷５３號,鼓山區,鼓中段二小段,01370002,00465000,0201.親友、員工、共有人或其他特殊關係間之交易,
1120816,房地(土地+建物),1,1,,6,2,2,有,透天厝,"7,980,000",,,,無,1120719,60.00,其他-第三種住宅區,,,77.78,無建物主要用途資料,加強磚造,002,0660627,46,一層;二層;,,,高雄市鼓山區九如四路７５３巷２７號,鼓山區,內惟段六小段,09230000,00767000,0102.傢俱設備費0304.其他增建,屋況有滲漏水等情形
1120619,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"7,920,000",,,,有,1090416,6.24,其他-特定第四種商業區,,,102.52,見其他登記事項,見其他登記事項,026,1120509,0,十二層;,,,高雄市鼓山區明誠四路１５８號十二樓,鼓山區,青海段,01720000,16005000,0901.預售屋、或土地及建物分件登記案件,
1120711,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"7,900,000",,,,有,1120618,9.15,其他-第四種商業區,,,82.83,住家用,鋼筋混凝土造,014,0930913,19,十四層;,,,高雄市鼓山區龍文街２１號十四樓,鼓山區,龍中段,00350000,00326000,0101.裝潢費0102.傢俱設備費,
1120704,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"7,890,000",,,,有,1081014,6.12,其他-特定第四種商業區,,,101.34,見其他登記事項,見其他登記事項,026,1120509,0,二十二層;,,,高雄市鼓山區明誠四路１５８號二十二樓之３,鼓山區,青海段,01720000,16080000,0901.預售屋、或土地及建物分件登記案件,另有讓渡
1120713,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"7,880,000",,,,有,1090107,6.12,其他-特定第四種商業區,,,101.34,見其他登記事項,見其他登記事項,026,1120509,0,十八層;,,,高雄市鼓山區明誠四路１５８號十八樓之３,鼓山區,青海段,01720000,16076000,0901.預售屋、或土地及建物分件登記案件,
1120628,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"7,880,000",,,,有,1081112,6.12,其他-特定第四種商業區,,,101.34,見其他登記事項,見其他登記事項,026,1120509,0,二十層;,,,高雄市鼓山區明誠四路１５８號二十樓之３,鼓山區,青海段,01720000,16078000,0901.預售屋、或土地及建物分件登記案件,
