申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,備註欄,行政區代碼,代表段號,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,代表地號或門牌,行政區,地段,代表地號,代表建號,特殊交易態樣說明,登記日期
買賣,房地(土地+建物),1,1,,3,1,2,有,住宅大樓(11層含以上有電梯),"3,500,000",,,,有,1100607,,16,興農段,18.28,住宅區(住二),,,108.91,見其他登記事項,鋼筋混凝土造,12,851228,24,十層;,,,自由路196號十樓,大社區,興農段,2060000,1409000,0201.親友、員工、共有人或其他特殊關係間之交易,1100716
買賣,房地(土地+建物),1,1,,7,2,8,有,透天厝,"25,700,000",,,,無,1100603,,17,新後港西段,87.24,住宅區,,,261.68,見其他登記事項,見其他登記事項,4,1090219,1,一層;二層;三層;四層;見其他登記事項;,,,霞海南一街45號,仁武區,新後港西段,1560004,526000,,1100716
買賣,房地(土地+建物),1,1,,5,1,5,有,透天厝,"18,200,000",,,,無,1100601,,17,八卦段,82.17,第四種住宅區,,,225.66,見其他登記事項,見其他登記事項,5,1090903,1,一層;二層;三層;四層;五層;,,,北屋北街151巷10號,仁武區,八卦段,150001,56000,,1100716
買賣,房地(土地+建物),1,1,,4,2,4,有,透天厝,"14,380,000",,,,無,1100416,,17,新庄南段,84.82,住宅區,,,182.83,見其他登記事項,見其他登記事項,3,1100331,,一層;二層;三層;見其他登記事項;,,,新祥街195號,仁武區,新庄南段,90002,3000,,1100716
買賣,土地,9,0,,,,,有,,"10,000,000",,,,無,1100514,,17,觀音湖段,791.55,農業區,,,,無建物主要用途資料,無建物主要建材,,,,,,,觀音湖段 1284-5 地號,仁武區,觀音湖段,12840005,,,1100716
買賣,土地,9,0,,,,,有,,"10,000,000",,,,無,1100514,,17,觀音湖段,795.95,農業區,,,,無建物主要用途資料,無建物主要建材,,,,,,,觀音湖段 1284-6 地號,仁武區,觀音湖段,12840006,,,1100716
買賣,房地(土地+建物),2,1,,4,2,4,有,透天厝,"10,000,000",,,,無,1100514,,17,澄觀段,72.59,第三種住宅區,,,160.67,見其他登記事項,鋼筋混凝土造,4,930220,17,一層;二層;三層;四層;,,,北屋五街156巷9弄10號,仁武區,澄觀段,100028,607000,0201.親友、員工、共有人或其他特殊關係間之交易,1100716
買賣,土地,1,0,,,,,有,,"48,761",,,,無,1100225,內含獎勵金20%,17,仁龍段,3.33,農業區,,,,無建物主要用途資料,無建物主要建材,,,,,,,仁龍段 605-1 地號,仁武區,仁龍段,6050001,,0704.協議價購,1100716
買賣,土地,1,0,,,,,有,,"10,778",,,,無,1100225,內含獎勵金20%,17,仁龍段,0.74,公園用地,,,,無建物主要用途資料,無建物主要建材,,,,,,,仁龍段 605-1 地號,仁武區,仁龍段,6050001,,0704.協議價購,1100716
買賣,房地(土地+建物),2,1,,5,4,7,有,透天厝,"47,500,000",,,,有,1100623,,18,育才段,295.83,第一種住宅區,,,450.41,見其他登記事項,鋼筋混凝土造,4,971110,13,一層;二層;三層;四層;見其他登記事項;,,,濱湖東路21號,鳥松區,育才段,3330005,2100000,,1100716
買賣,房地(土地+建物),1,1,,4,3,6,有,透天厝,"25,000,000",,,,無,1100522,,18,神農段,145.6,住宅區(住二),,,344.69,見其他登記事項,見其他登記事項,4,1090828,1,一層;二層;三層;四層;見其他登記事項;,,,美德二街23號,鳥松區,神農段,1090019,210000,,1100716
買賣,房地(土地+建物),1,1,,5,2,4,有,透天厝,"17,800,000",,,,有,1100609,,18,大華段,131,第三種住宅區,,,248.86,住家用,鋼筋混凝土造,4,791125,31,一層;二層;三層;四層;屋頂突出物;,,,和盛東街9號,鳥松區,大華段,4510002,787000,0302.頂樓加蓋,1100716
買賣,土地,1,0,,,,,有,,"6,237,000",,,,無,1100610,,18,埔段,355.5,農業區,,,,無建物主要用途資料,無建物主要建材,,,,,,,埔段 1016-1 地號,鳥松區,埔段,10160001,,0201.親友、員工、共有人或其他特殊關係間之交易,1100716
買賣,房地(土地+建物),3,1,,4,2,3,有,透天厝,"27,000,000",,,,無,1100528,,19,岡山段,76,第一種商業區,,,208.38,住商用,加強磚造,3,660607,44,一層;二層;三層;騎樓;,,,文賢路6號,岡山區,岡山段,3950000,667000,,1100716
買賣,房地(土地+建物),1,1,,4,2,4,有,透天厝,"16,000,000",,,,無,1100614,,19,長榮段,131.21,住宅區,,,258.69,住家用,鋼筋混凝土造,4,1050420,5,一層;二層;三層;四層;,,,富貴南街39巷13號,岡山區,長榮段,700004,4000,,1100716
買賣,土地,1,0,,,,,有,,"8,000,000",,,,無,1100306,,19,子段,3199,-,一般農業區,農牧用地,,無建物主要用途資料,無建物主要建材,,,,,,,子段 1181-57 地號,岡山區,子段,11810057,,,1100716
買賣,土地,1,0,,,,,有,,"360,580",,,,無,1100415,,19,鹽埔段,11.92,-,鄉村區,乙種建築用地,,無建物主要用途資料,無建物主要建材,,,,,,,鹽埔段 90-3 地號,岡山區,鹽埔段,900003,,0201.親友、員工、共有人或其他特殊關係間之交易,1100716
買賣,土地,9,0,,,,,有,,"24,156,000",,,,無,1100226,,20,中峰段,1064.96,分區界線尚未分割,,,,無建物主要用途資料,無建物主要建材,,,,,,,中峰段 973-0 地號,橋頭區,中峰段,9730000,,0402.農作物,1100716
買賣,房地(土地+建物),2,1,,4,2,5,有,透天厝,"13,250,000",,,,無,1100430,,20,仕和段,116.63,住宅區,,,168.39,住家用,鋼筋混凝土造,4,1100318,0,一層;二層;三層;四層;,,,仕豐路神農巷76弄5號,橋頭區,仕和段,7080004,1229000,,1100716
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,500,000",,,,有,1100612,,20,後壁田段,16.13,第二種商業區,,,165.81,見其他登記事項,鋼筋混凝土造,24,1071220,2,十二層;,0,26.18,經武路66號十二樓之8,橋頭區,後壁田段,610000,1381000,,1100716
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"6,520,000",,,"1,550,000",有,1100511,,20,後壁田段,12.99,第六種住宅區,,,108.39,見其他登記事項,鋼筋混凝土造,15,1100128,0,十三層;,"1,550,000",27.99,經武路1130巷129號十三樓,橋頭區,後壁田段,3550006,3842000,,1100716
買賣,房地(土地+建物),1,1,,4,2,2,有,透天厝,"5,000,000",,,,無,1100614,,20,仕興段,68,住宅區,,,83.6,住家用,加強磚造,2,671209,43,一層;二層;,,,仕豐南路大同巷52號,橋頭區,仕興段,10100000,390000,,1100716
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"4,620,000",,,"850,000",有,1090522,,20,後壁田段,10.98,第六種住宅區,,,91.01,見其他登記事項,鋼筋混凝土造,15,1100128,0,四層;,"850,000",18.38,經武路1130巷131號四樓,橋頭區,後壁田段,3550006,3848000,0901.預售屋、或土地及建物分件登記案件,1100716
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"4,250,000",,,"750,000",有,1091031,,20,後壁田段,10.62,第六種住宅區,,,87.96,見其他登記事項,鋼筋混凝土造,15,1100128,0,二層;,"750,000",18.38,經武路1130巷149號二樓,橋頭區,後壁田段,3550006,3567000,0901.預售屋、或土地及建物分件登記案件,1100716
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"4,230,000",,,"1,300,000",有,1081030,,20,後壁田段,11.77,第六種住宅區,,,98.36,見其他登記事項,鋼筋混凝土造,15,1100128,0,九層;,"1,300,000",27.99,經武路1130巷145號九樓,橋頭區,後壁田段,3550006,3545000,0901.預售屋、或土地及建物分件登記案件,1100716
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"3,950,000",,,"1,100,000",有,1080114,,20,後壁田段,11.7,第六種住宅區,,,97.57,見其他登記事項,鋼筋混凝土造,15,1100128,0,十層;,"1,100,000",27.99,經武路1130巷149號十樓,橋頭區,後壁田段,3550006,3575000,0901.預售屋、或土地及建物分件登記案件,1100716
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"3,810,000",,,"800,000",有,1080903,,20,後壁田段,11.91,第六種住宅區,,,98.77,見其他登記事項,鋼筋混凝土造,15,1100128,0,四層;,"800,000",18.38,經武路1130巷129號四樓,橋頭區,後壁田段,3550006,3833000,0901.預售屋、或土地及建物分件登記案件,1100716
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"3,810,000",,,"800,000",有,1080903,,20,後壁田段,11.91,第六種住宅區,,,98.77,見其他登記事項,鋼筋混凝土造,15,1100128,0,五層;,"800,000",18.38,經武路1130巷129號五樓,橋頭區,後壁田段,3550006,3834000,0901.預售屋、或土地及建物分件登記案件,1100716
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"3,750,000",,,"800,000",有,1080405,,20,後壁田段,11.12,第六種住宅區,,,92.14,見其他登記事項,鋼筋混凝土造,15,1100128,0,九層;,"800,000",18.38,經武路1130巷139號九樓,橋頭區,後壁田段,3550006,3504000,0901.預售屋、或土地及建物分件登記案件,1100716
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"3,380,000",,,"700,000",有,1070323,,20,後壁田段,10.91,第六種住宅區,,,90.56,見其他登記事項,鋼筋混凝土造,15,1100128,0,七層;,"700,000",18.38,經武路1130巷161號七樓,橋頭區,後壁田段,3550006,3733000,0901.預售屋、或土地及建物分件登記案件,1100716
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"3,350,000",,,"700,000",有,1080903,,20,後壁田段,10.76,第六種住宅區,,,89.27,見其他登記事項,鋼筋混凝土造,15,1100128,0,四層;,"700,000",18.38,經武路1130巷125號四樓,橋頭區,後壁田段,3550006,3803000,0901.預售屋、或土地及建物分件登記案件,1100716
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"3,350,000",,,"700,000",有,1070715,,20,後壁田段,10.62,第六種住宅區,,,87.94,見其他登記事項,鋼筋混凝土造,15,1100128,0,九層;,"700,000",18.38,經武路1130巷157號九樓,橋頭區,後壁田段,3550006,3705000,0901.預售屋、或土地及建物分件登記案件,1100716
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"3,200,000",,,"700,000",有,1080408,,20,後壁田段,10.62,第六種住宅區,,,87.94,見其他登記事項,鋼筋混凝土造,15,1100128,0,十二層;,"700,000",18.38,經武路1130巷157號十二樓,橋頭區,後壁田段,3550006,3708000,0901.預售屋、或土地及建物分件登記案件,1100716
買賣,房地(土地+建物)+車位,1,1,1,,,,無,住宅大樓(11層含以上有電梯),"3,200,000",,,"700,000",有,1080402,,20,後壁田段,10.62,第六種住宅區,,,87.96,見其他登記事項,鋼筋混凝土造,15,1100128,0,十二層;,"700,000",18.38,經武路1130巷149號十二樓,橋頭區,後壁田段,3550006,3577000,0901.預售屋、或土地及建物分件登記案件,1100716
買賣,土地,1,0,,,,,有,,"1,700,000",,,,無,1100531,,20,樹林段,99.66,-,鄉村區,乙種建築用地,,無建物主要用途資料,無建物主要建材,,,,,,,樹林段 841-0 地號,橋頭區,樹林段,8410000,,0201.親友、員工、共有人或其他特殊關係間之交易0401.未登記建物,1100716
買賣,土地,1,0,,,,,有,,"300,000",,,,無,1100708,,21,興龍段,93.83,-,一般農業區,交通用地,,無建物主要用途資料,無建物主要建材,,,,,,,興龍段 204-0 地號,燕巢區,興龍段,2040000,,,1100716
買賣,土地,1,0,,,,,有,,"946,703",,,,無,1100702,,24,大仁段,59.88,農業區,,,,無建物主要用途資料,無建物主要建材,,,,,,,大仁段 663-7 地號,路竹區,大仁段,6630007,,0701.政府機關標讓售,1100716
買賣,房地(土地+建物),2,2,,6,4,8,有,透天厝,"30,000,000",,,,無,1100329,兩間建築物皆為農舍,25,圍子內段,2629,-,一般農業區,農牧用地,335.98,農舍,鋼筋混凝土造,2,880608,22,一層;二層;,,,中正路二段480巷33號,湖內區,圍子內段,40370000,1597000,0302.頂樓加蓋0304.其他增建,1100716
買賣,土地,1,0,,,,,有,,"9,000,000",,,,無,1100626,,25,圍子內段,3168,-,特定農業區,農牧用地,,無建物主要用途資料,無建物主要建材,,,,,,,圍子內段 3146-0 地號,湖內區,圍子內段,31460000,,,1100716
買賣,土地,1,0,,,,,有,,"5,200,000",,,,無,1100626,,25,圍子內段,2610,-,特定農業區,農牧用地,,無建物主要用途資料,無建物主要建材,,,,,,,圍子內段 3145-0 地號,湖內區,圍子內段,31450000,,,1100716
買賣,土地,1,0,,,,,有,,"360,000",,,,無,1100628,,28,港段,33.8,零售市場用地,,,,無建物主要用途資料,無建物主要建材,,,,,,,港段 968-0 地號,彌陀區,港段,9680000,,0201.親友、員工、共有人或其他特殊關係間之交易,1100716
買賣,房地(土地+建物),3,1,,5,2,5,有,透天厝,"13,900,000",,,,無,1100706,,29,同安段,125.91,-,鄉村區,乙種建築用地,202.52,住家用,鋼筋混凝土造,4,1091125,1,一層;二層;三層;四層;,,,大舍東路聖公巷87之2號,梓官區,同安段,11110016,361000,0101.裝潢費,1100716
買賣,土地,1,0,,,,,有,,"5,000,000",,,,無,1100609,,31,龍肚段,2458,-,特定農業區,農牧用地,,無建物主要用途資料,無建物主要建材,,,,,,,龍肚段 3177-0 地號,美濃區,龍肚段,31770000,,,1100716
買賣,土地,3,0,,,,,有,,"110,000",,,,無,1100706,,34,茄苳湖段,656.33,-,山坡地保育區,農牧用地,,無建物主要用途資料,無建物主要建材,,,,,,,茄苳湖段 437-1 地號,杉林區,茄苳湖段,4370001,,,1100716
買賣,土地,2,0,,,,,有,,"12,712,719",,,,無,1090423,,35,紫竹段,3702.9,-,一般農業區,丁種建築用地,,無建物主要用途資料,無建物主要建材,,,,,,,紫竹段 770-0 地號,內門區,紫竹段,7700000,,,1100716
買賣,房地(土地+建物)+車位,1,1,2,,,,無,住宅大樓(11層含以上有電梯),"38,000,000",,,"2,700,000",有,1100607,,2,龍中段,24.39,第四種商業區,,,420,見其他登記事項,見其他登記事項,38,1040915,6,三十三層;,0,39.52,裕誠路1693號三十三樓,鼓山區,龍中段,1330000,6632000,,1100719
買賣,房地(土地+建物)+車位,1,1,1,4,2,3,有,住宅大樓(11層含以上有電梯),"32,500,000",,,,有,1100507,,2,內惟段四小段,27.95,第五種住宅區,,,341.73,見其他登記事項,見其他登記事項,28,1050203,5,二十三層;,0,25.51,翠華路279號二十三樓之1,鼓山區,內惟段四小段,140000,1631000,,1100719
買賣,房地(土地+建物)+車位,1,1,2,3,2,3,有,住宅大樓(11層含以上有電梯),"24,650,000",,,,有,1100525,,2,內惟段四小段,28.26,第五種住宅區,,,351.44,見其他登記事項,見其他登記事項,28,1050203,5,四層;,0,43.58,翠華路279號四樓之1,鼓山區,內惟段四小段,140000,1613000,,1100719
買賣,房地(土地+建物),3,1,,3,2,2,有,公寓(5樓含以下無電梯),"6,000,000",,,,無,1100529,,2,龍華段一小段,35.25,第五種住宅區,,,83.3,無建物主要用途資料,鋼筋混凝土造,4,691212,40,一層;,,,中華一路29巷20弄6之6號,鼓山區,龍華段一小段,1320000,943000,,1100719
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"5,800,000",,,,有,1100617,,2,青海段,10.29,特定第五種住宅區,,,79.81,住家用,鋼筋混凝土造,13,950327,15,十層;,,,美術南二路170號十樓,鼓山區,青海段,5530001,6039000,0301.陽台外推,1100719
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"5,350,000",,,,有,1100519,,2,龍華段八小段,6.7,第四種商業區,,,73.84,住家用,鋼筋混凝土造,14,901008,20,四層;,,,文信路210號四樓之1,鼓山區,龍華段八小段,24060000,8752000,,1100719
買賣,房地(土地+建物)+車位,1,1,2,2,2,2,有,住宅大樓(11層含以上有電梯),"18,000,000",,,,有,1100619,,3,福山段,40.48,第三種住宅區,,,271.73,見其他登記事項,見其他登記事項,15,1040507,6,十層;,0,75.42,文府路237號十樓,左營區,福山段,2020000,7674000,,1100719
買賣,房地(土地+建物),3,1,,5,2,4,有,透天厝,"15,780,000",,,,無,1100628,,3,菜公段二小段,77.29,第四種住宅區,,,197.65,見其他登記事項,鋼筋混凝土造,4,951027,15,一層;二層;三層;四層;屋頂突出物;,,,自由三路540巷6弄13號,左營區,菜公段二小段,2050025,1058000,,1100719
買賣,土地,2,0,,,,,有,,"14,300,000",,,,無,1100713,,3,菜公段二小段,210,第五種住宅區,,,,無建物主要用途資料,無建物主要建材,,,,,,,菜公段二小段 174-0 地號,左營區,菜公段二小段,1740000,,,1100719
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,住宅大樓(11層含以上有電梯),"10,500,000",,,,有,1100524,,3,新民段,16.14,第四種商業區,,,176.7,住家用,見使用執照,14,930722,17,十一層;,0,13.18,崇德路40號十一樓之1,左營區,新民段,1740000,4939000,,1100719
買賣,房地(土地+建物)+車位,3,1,1,4,2,2,有,住宅大樓(11層含以上有電梯),"10,000,000",,,,有,1100704,,3,新庄段八小段,13.29,第五種住宅區,,,193.55,住家用,鋼骨混凝土造,24,791002,31,十層;,0,0,至聖路312號十樓之1,左營區,新庄段八小段,410000,336000,,1100719
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"9,450,000",,,"1,150,000",有,1100514,,3,果貿段,16.59,第四種住宅區,,,144.52,見其他登記事項,見其他登記事項,18,1091106,1,三層;,"1,150,000",16.11,桃子園路22號三樓之12,左營區,果貿段,2150011,6547000,0101.裝潢費,1100719
買賣,房地(土地+建物),2,1,,4,1,4,有,透天厝,"8,460,000",,,,無,1091230,,3,新福段十小段,40.73,第四種住宅區,,,94.5,見使用執照,見使用執照,4,920613,18,一層;二層;三層;四層;,,,文才街282巷12號,左營區,新福段十小段,1320006,246000,0201.親友、員工、共有人或其他特殊關係間之交易,1100719
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,850,000",,,"1,400,000",有,1070112,,3,果貿段,15.98,第四種住宅區,,,139.36,見其他登記事項,見其他登記事項,18,1091106,0,六層;,"1,400,000",16.11,桃子園路28號六樓之3,左營區,果貿段,2150011,6739000,0901.預售屋、或土地及建物分件登記案件,1100719
買賣,房地(土地+建物),1,1,,2,0,1,有,住宅大樓(11層含以上有電梯),"7,787,570",,,,有,1100618,,3,新庄段十二小段,12.6,第四種住宅區,,,79.96,住商用,鋼筋混凝土造,16,790215,31,一層;二層;三層;騎樓;,,,明華一路58號,左營區,新庄段十二小段,9340000,986000,0201.親友、員工、共有人或其他特殊關係間之交易,1100719
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,520,000",,,"1,500,000",有,1071203,,3,果貿段,14.88,第四種住宅區,,,129.94,見其他登記事項,見其他登記事項,18,1091106,0,十二層;,"1,500,000",16.11,桃子園路22號十二樓之5,左營區,果貿段,2150011,6481000,0901.預售屋、或土地及建物分件登記案件,1100719
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"6,800,000",,,,有,1100529,,3,果貿段,11.26,第四種住宅區,,,101.72,見其他登記事項,見其他登記事項,18,1091106,1,八層;,0,16.1,桃子園路28號八樓之5,左營區,果貿段,2150011,6352000,,1100719
買賣,房地(土地+建物),1,1,,4,2,2,有,住宅大樓(11層含以上有電梯),"6,580,000",,,,有,1100527,,3,果貿段,28.09,特定住宅區,,,172.59,住家用,見使用執照,14,890124,21,十一層;,,,翠華路601巷69號十一樓,左營區,果貿段,20006,4376000,,1100719
買賣,房地(土地+建物),1,1,,3,1,2,有,住宅大樓(11層含以上有電梯),"6,300,000",,,,有,1100705,,3,新庄段十二小段,11.7,第五種住宅區,,,85.02,住家用,鋼筋混凝土造,14,931227,17,十四層;,,,大順一路270號十四樓之2,左營區,新庄段十二小段,12350000,5483000,,1100719
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"6,180,000",,,,有,1100606,,3,福民段,12.86,第三種住宅區,,,117,住家用,鋼筋混凝土造,13,840818,26,七層;,0,0,文慈路267號七樓之3,左營區,福民段,1280000,1260000,,1100719
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,有,住宅大樓(11層含以上有電梯),"5,580,000",,,"1,400,000",有,1070204,,3,果貿段,11.26,第四種住宅區,,,101.72,見其他登記事項,見其他登記事項,18,1091106,0,三層;,"1,400,000",16.11,桃子園路28號三樓之12,左營區,果貿段,2150011,6810000,0901.預售屋、或土地及建物分件登記案件,1100719
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"5,520,000",,,,有,1100422,,3,新庄段十三小段,8.6,第四種商業區,,,96.22,住家用,鋼筋混凝土造,16,830530,27,十一層;,0,0,明華一路208號十一樓之1,左營區,新庄段十三小段,15140000,2056000,,1100719
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,有,住宅大樓(11層含以上有電梯),"5,500,000",,,"1,400,000",有,1070114,,3,果貿段,11.26,第四種住宅區,,,101.72,見其他登記事項,見其他登記事項,18,1091106,0,四層;,"1,400,000",16.11,桃子園路26號四樓之11,左營區,果貿段,2150011,6678000,0901.預售屋、或土地及建物分件登記案件,1100719
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"4,850,000",,,,有,1100614,,3,福山段,7.9,第四種商業區,,,77.91,見其他登記事項,鋼筋混凝土造,14,940225,16,七層;,,,重忠路23號七樓之2,左營區,福山段,1380000,5778000,0301.陽台外推,1100719
買賣,房地(土地+建物),1,1,,1,1,1,有,華廈(10層含以下有電梯),"2,050,000",,,,無,1100628,,3,新庄段十三小段,6.18,第三種住宅區,,,36.23,住家用,鋼筋混凝土造,7,830528,27,二層;,,,立信路177號二樓之1,左營區,新庄段十三小段,13810000,1967000,,1100719
買賣,房地(土地+建物),1,1,,5,2,4,有,透天厝,"25,000,000",,,,無,1100705,"本案土地價金1050萬元,房屋價金1450萬元",4,加昌段,99.15,-,,,350.59,見其他登記事項,見其他登記事項,5,1081218,2,一層;二層;三層;四層;五層;屋頂突出物;騎樓;,,,加宏路161巷10號,楠梓區,加昌段,12960002,5870000,,1100719
買賣,房地(土地+建物),1,1,,4,3,3,有,透天厝,"15,800,000",,,,無,1100604,,4,清豐段,77.26,第三種住宅區,,,207.51,住家用,鋼筋混凝土造,4,1030217,7,一層;二層;三層;四層;屋頂突出物;,,,土庫五路159號,楠梓區,清豐段,760012,5519000,,1100719
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,950,000",,,,有,1100529,,4,援中段一小段,17.66,第三種商業區,,,176.06,見其他登記事項,見其他登記事項,15,1040407,6,四層;,0,29.78,大學五十六街127號四樓之3,楠梓區,援中段一小段,1420001,637000,,1100719
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"6,850,000",,,,有,1100324,,4,清豐段,9.99,第四種商業區,,,135.73,住家用,鋼筋混凝土造,20,1020529,8,十層;,,,楠裕街26號十樓,楠梓區,清豐段,3790001,5307000,,1100719
買賣,房地(土地+建物),1,1,,4,1,4,有,透天厝,"6,800,000",,,,無,1100513,土地增值稅由買方負擔,4,清楠段,74.39,第三種住宅區,,,96.28,無建物主要用途資料,鋼筋混凝土造,2,700427,40,一層;二層;騎樓;,,,清平街78巷14號,楠梓區,清楠段,2900000,2382000,,1100719
買賣,土地,1,0,,3,2,1,有,,"2,742,600",,,,無,1100622,,4,後勁段二小段,144,第三種住宅區,,,,無建物主要用途資料,無建物主要建材,,,,,,,後勁段二小段 360-5 地號,楠梓區,後勁段二小段,3600005,,0201.親友、員工、共有人或其他特殊關係間之交易0401.未登記建物,1100719
買賣,房地(土地+建物),1,1,,3,2,2,有,公寓(5樓含以下無電梯),"2,015,000",,,,無,1100608,,4,楠都段二小段,29.65,第三種住宅區,,,84.2,無建物主要用途資料,鋼筋混凝土造,5,701230,39,四層;,,,興楠路203巷81之4號,楠梓區,楠都段二小段,4890000,538000,,1100719
買賣,房地(土地+建物),1,1,,1,1,1,有,住宅大樓(11層含以上有電梯),"1,620,000",,,,有,1100614,,4,清豐段,6.78,第三種商業區,,,53.37,住家用,鋼筋混凝土造,15,850205,25,四層;,,,楠盛街129號四樓,楠梓區,清豐段,4060000,319000,,1100719
買賣,車位,,,1,,,,有,,"1,300,000",,,,無,1100419,,4,清豐段,2.19,第四種商業區,,,21.24,無建物主要用途資料,無建物主要建材,,,,,0,21.23,旗楠路126巷1號等235戶共有部分,楠梓區,清豐段,3790001,,0801.僅車位交易,1100719
買賣,房地(土地+建物),1,1,,1,1,1,有,住宅大樓(11層含以上有電梯),"800,000",,,,有,1100623,,4,清豐段,1.79,第三種商業區,,,15.11,見其他登記事項,鋼筋混凝土造,13,960604,14,三層;,,,興楠路355巷83號三樓之8,楠梓區,清豐段,4740000,3086000,1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1101.交易標的含多棟(戶)建物，有個別交易價格，本申報書申報之主建號,1100719
買賣,房地(土地+建物),1,1,,1,1,1,有,住宅大樓(11層含以上有電梯),"750,000",,,,有,1100623,,4,清豐段,1.68,第三種商業區,,,14.15,見其他登記事項,鋼筋混凝土造,13,960604,14,三層;,,,興楠路355巷85號三樓之11,楠梓區,清豐段,4740000,3103000,1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1101.交易標的含多棟(戶)建物，有個別交易價格，本申報書申報之主建號,1100719
買賣,房地(土地+建物),1,1,,5,2,3,有,透天厝,"11,700,000",,,,無,1100505,,5,大裕段一小段,66,第三種住宅區,,,146.1,無建物主要用途資料,鋼筋混凝土造,3,740503,36,一層;二層;三層;地下層;,,,大裕路180巷10號,三民區,大裕段一小段,1940004,28000,0304.其他增建,1100719
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"11,500,000",,,"1,850,000",有,1100524,,5,新都段,16.5,第二種商業區,,,141.3,見其他登記事項,鋼筋混凝土造,13,1091116,1,三層;,"1,850,000",28.36,遼寧三街51號三樓,三民區,新都段,1760000,346000,0101.裝潢費,1100719
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"11,360,000",,,"1,880,000",有,1100529,,5,建安段,9.89,第四種商業區,,,154.53,見其他登記事項,鋼筋混凝土造,26,1091102,1,十一層;,"1,880,000",15.15,建興路365巷1號十一樓之6,三民區,建安段,4010000,2839000,,1100719
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"11,360,000",,,"1,780,000",有,1100410,,5,建安段,9.89,第四種商業區,,,154.53,見其他登記事項,鋼筋混凝土造,26,1091102,0,十七層;,"1,780,000",15.15,建興路365巷1號十七樓之6,三民區,建安段,4010000,2845000,,1100719
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,住宅大樓(11層含以上有電梯),"10,500,000",,,"1,300,000",有,1100420,,5,鼎泰段,17.17,第四種住宅區,,,176.9,住家用,鋼筋混凝土造,14,870122,23,九層;,"1,300,000",18.38,裕誠路70號九樓,三民區,鼎泰段,14740001,4809000,,1100719
