申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,備註欄,行政區代碼,代表段號,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,代表地號或門牌,行政區,地段
買賣,房地(土地+建物),2,1,,4,2,3,Y,透天厝,15200000,,,,Y,1091205,,4,352,100.62,其他:第三種住宅區,,,222.17,住家用,鋼筋混凝土造,4,1030421,7,一層;二層;三層;四層;屋頂突出物,,,常盛街276巷32號,楠梓區,清楠段
買賣,房地(土地+建物),1,1,,5,3,2,Y,透天厝,9000000,,,,N,1091207,,4,352,76.11,其他:第三種住宅區,,,165.09,住家用,鋼筋混凝土造,4,940114,16,一層;二層;三層;四層,,,立仁街126號,楠梓區,清楠段
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,Y,住宅大樓(11F含以上有電梯),4350000,,,,Y,1091130,,4,329,14.56,其他:第三種住宅區,,,93.21,見其它登記事項,見其它登記事項,15,1041103,5,五層,0,9.93,廣昌街181號五樓之5,楠梓區,右昌段六小段
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,Y,華廈(10F含以下有電梯),3500000,,,,Y,1091215,,4,314,14.77,其他:第三種住宅區,,,93.3,住家用,鋼筋混凝土造,6,810716,28,六層,0,0,德民路356巷52號六樓之2,楠梓區,和平段一小段
買賣,房地(土地+建物),3,1,,3,2,1,Y,公寓(5F含以下無電梯),5850000,,,,N,1091219,,4,317,33.48,其他:第五種住宅區,,,80.21,住家用,鋼筋混凝土造,4,680305,42,一層;騎樓,,,德民路629號,楠梓區,加昌段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),4080000,,,,Y,1091216,,4,323,5.89,其他:第四種商業區,,,71.3,見其它登記事項,見其它登記事項,15,1050224,5,十五層,,,盛昌街296號十五樓之7,楠梓區,藍昌段三小段
買賣,房地(土地+建物),2,1,,3,2,3,Y,透天厝,10500000,,,,N,1091115,,4,319,70,其他:第四種住宅區,,,139.83,,鋼筋混凝土造,3,660816,43,一層;二層;三層;騎樓,,,軍校路880巷30號,楠梓區,莒光段二小段
買賣,房地(土地+建物),1,1,,2,1,1,Y,華廈(10F含以下有電梯),4100000,,,,Y,1091122,,4,343,14.28,其他:第四種住宅區,,,82.52,見其它登記事項,見其它登記事項,10,1050216,5,二層,,,楠梓西巷66號二樓之5,楠梓區,楠都段一小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,1,Y,住宅大樓(11F含以上有電梯),4850000,,,,Y,1091121,,4,317,11.28,其他:第五種住宅區,,,97.35,住家用,鋼筋混凝土造,15,941130,15,七層,0,10.01,加宏路117巷17號七樓,楠梓區,加昌段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),3100000,,,,Y,1091216,,4,348,8.75,其他:第三種住宅區,,,67.84,住家用,鋼筋混凝土造,13,831213,26,五層,,,德賢路240號五樓之1,楠梓區,和平段四小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8300000,,,,Y,1091204,,4,376,19.84,其他:第四種住宅區,,,159.02,見其它登記事項,見其它登記事項,15,1091103,0,八層,0,25.19,藍田路1166號八樓,楠梓區,援中段一小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),6600000,,,,Y,1091126,,4,350,16.46,其他:第五種住宅區,,,135.92,住家用,鋼筋混凝土造,15,1000526,10,二層,0,8.75,德民路820巷7號二樓,楠梓區,德昌段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),9900000,,,1450000,Y,1091204,,4,377,23.01,其他:第四種住宅區,,,175.2,見其它登記事項,見其它登記事項,15,1091110,0,十層,1450000,15.13,大學三十三街60號十樓,楠梓區,援中段二小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),9070000,,,980000,Y,1091213,,4,377,20.55,其他:第四種住宅區,,,159.37,見其它登記事項,見其它登記事項,15,1091110,0,五層,980000,8.31,大學三十三街62號五樓,楠梓區,援中段二小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),9500000,,,920000,Y,1091223,,4,377,18.9,其他:第四種住宅區,,,147.79,見其它登記事項,見其它登記事項,15,1091110,0,三層,920000,6.76,大學三十三街56號三樓,楠梓區,援中段二小段
買賣,房地(土地+建物),1,1,,5,2,3,Y,透天厝,7880000,,,,N,1100105,增建部分:一樓空地.二樓後方.三樓整層,4,328,118,其他:第三種住宅區,,,85.68,,加強磚造,2,690919,40,一層;二層,,,右昌一巷192弄13號,楠梓區,右昌段五小段
買賣,房地(土地+建物),1,1,,3,2,1,Y,公寓(5F含以下無電梯),4700000,,,,N,1100106,增建部分:一樓空地,4,317,23.11,其他:第五種住宅區,,,76.96,住家用,鋼筋混凝土造,5,711014,38,一層,,,惠民路171巷9弄4號,楠梓區,加昌段
買賣,房地(土地+建物),1,1,,2,2,2,Y,華廈(10F含以下有電梯),6450000,,,,Y,1100108,,4,352,34.66,其他:第三種住宅區,,,185.5,住商用,鋼筋混凝土造,10,820106,28,一層;二層;騎樓,,,清平街38號,楠梓區,清楠段
買賣,房地(土地+建物),1,1,,2,2,1,Y,住宅大樓(11F含以上有電梯),4380000,,,,Y,1091116,,4,317,9.65,其他:第五種住宅區,,,83.2,住家用,鋼筋混凝土造,15,941130,15,九層,,,加宏路117巷21號九樓,楠梓區,加昌段
買賣,房地(土地+建物),1,1,,3,2,1,Y,公寓(5F含以下無電梯),2780000,,,,N,1091201,,4,317,30.74,其他:第五種住宅區,,,79.92,住家用,鋼筋混凝土造,5,720813,37,三層,,,壽民路30巷1弄10之3號,楠梓區,加昌段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,華廈(10F含以下有電梯),5500000,,,,Y,1091212,,4,345,26.3,其他:第五種住宅區,,,163.89,住家用,鋼筋混凝土造,7,800322,30,七層,0,0,朝明路116巷1號七樓之1,楠梓區,楠都段三小段
買賣,土地,1,0,,,,,Y,,6370000,,,,N,1100106,,4,376,76.69,其他:第三種住宅區,,,,,,,,,,,,援中段一小段35-0地號,楠梓區,援中段一小段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,華廈(10F含以下有電梯),6550000,,,,Y,1091203,,4,350,22.83,其他:第三種住宅區,,,176.43,住家用,鋼筋混凝土造,9,870714,22,二層,0,21.32,宏昌街136巷2號二樓,楠梓區,德昌段
買賣,房地(土地+建物),1,1,,2,2,2,Y,住宅大樓(11F含以上有電梯),5620000,,,,Y,1100101,,4,355,18.87,其他:住宅區(特),,,93.56,見其它登記事項,見其它登記事項,15,1060419,4,七層,,,寶溪北街2號七樓,楠梓區,芎蕉段
買賣,房地(土地+建物),3,1,,3,2,2,Y,透天厝,5200000,,,,N,1091107,,4,317,58.04,其他:市場用地,,,124.13,,鋼筋混凝土造,3,731220,36,一層;二層;三層;屋頂突出物,,,樂群路179巷24號,楠梓區,加昌段
買賣,房地(土地+建物),1,1,,3,2,2,Y,華廈(10F含以下有電梯),5150000,,,,Y,1091214,,4,361,17.47,其他:第三種商業區,,,125.93,住家用,見其它登記事項,10,890621,20,二層,,,惠豐街186巷5號二樓,楠梓區,楠梓段五小段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),3960000,,,,Y,1091124,,4,346,10.97,其他:第五種住宅區,,,85.44,住家用,鋼筋混凝土造,15,1021028,7,八層,,,鳳楠路98之1號八樓,楠梓區,楠都段四小段
買賣,房地(土地+建物),6,1,,6,2,4,Y,透天厝,10500000,,,,N,1091211,,4,336,97.13,其他:第三種住宅區,,,192.44,住家用,鋼筋混凝土造,4,870909,22,一層;二層;三層;四層;屋頂突出物,,,高楠公路1870巷57弄21號,楠梓區,楠梓段二小段
買賣,土地,1,0,,,,,Y,,2873984,,,,N,1100106,,4,355,81.19,其他:住宅區(特),,,,,,,,,,,,芎蕉段65-5地號,楠梓區,芎蕉段
買賣,房地(土地+建物),1,1,,3,1,2,Y,公寓(5F含以下無電梯),2550000,,,,N,1091215,,4,314,34.6,其他:第三種住宅區,,,97.98,,鋼筋混凝土造,5,690815,40,四層,,,德信街102號四樓之2,楠梓區,和平段一小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,華廈(10F含以下有電梯),5700000,,,,Y,1091207,其他增建;壹樓後面增建,4,352,18.47,其他:第三種住宅區,,,120.49,住家用,鋼筋混凝土造,10,820106,28,一層,0,0,清平街34巷3號,楠梓區,清楠段
買賣,房地(土地+建物),1,1,,6,2,6,Y,透天厝,9000000,,,,N,1091020,增建或占用空間:頂樓、一樓空地,4,353,62.39,其他:第三種住宅區,,,164.16,住商用,鋼筋混凝土造,4,830512,26,一層;二層;三層;四層;騎樓,,,土庫六路15號,楠梓區,清豐段
買賣,房地(土地+建物),2,1,,4,2,4,Y,透天厝,19100000,,,,Y,1091225,,4,365,87.43,其他:第三種住宅區,,,224.97,見其它登記事項,見其它登記事項,4,1090427,1,一層;二層;三層;四層;見其它登記事項,,,大學南路227巷3號,楠梓區,藍田中段
買賣,房地(土地+建物),2,1,,4,2,4,Y,透天厝,19000000,,,,Y,1091224,,4,365,87.43,其他:第三種住宅區,,,223.23,見其它登記事項,見其它登記事項,4,1090427,1,一層;二層;三層;四層;見其它登記事項,,,大學南路227巷5號,楠梓區,藍田中段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),10000000,,,1500000,Y,1090322,,4,335,18.78,其他:第四種住宅區,,,199.03,見其它登記事項,見其它登記事項,23,1090904,0,九層,1500000,32.49,楠梓路269巷1號九樓,楠梓區,楠梓段一小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8500000,,,1250000,Y,1090326,,4,335,16,其他:第四種住宅區,,,176.72,見其它登記事項,見其它登記事項,23,1090904,0,十三層,1250000,32.49,楠梓路269巷7號十三樓,楠梓區,楠梓段一小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),9150000,,,1650000,Y,1090611,,4,335,16,其他:第四種住宅區,,,176.72,見其它登記事項,見其它登記事項,23,1090904,0,二十層,1650000,32.49,楠梓路269巷7號二十樓,楠梓區,楠梓段一小段
買賣,房地(土地+建物)+車位,1,1,2,4,2,2,Y,住宅大樓(11F含以上有電梯),12150000,,,3300000,Y,1090805,車位總價中無法拆分個別車位價格,4,335,18.78,其他:第四種住宅區,,,228.26,見其它登記事項,見其它登記事項,23,1090904,0,二十層,0,64.98,楠梓路269巷11號二十樓,楠梓區,楠梓段一小段
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,Y,住宅大樓(11F含以上有電梯),5980000,,,1250000,Y,1091120,,4,335,10.43,其他:第四種住宅區,,,128.02,見其它登記事項,鋼筋混凝土造,23,1090904,0,三層,1250000,32.49,楠梓路269巷35號三樓,楠梓區,楠梓段一小段
買賣,房地(土地+建物)+車位,1,1,3,4,2,3,Y,住宅大樓(11F含以上有電梯),33500000,,,5000000,Y,1091218,,4,353,37.9,其他:第四種商業區,,,477.36,見其它登記事項,見其它登記事項,29,1040319,6,二十七層,0,70.8,東寧路139號二十七樓,楠梓區,清豐段
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,Y,住宅大樓(11F含以上有電梯),4900000,,,,Y,1091121,買賣總價包含土地款245萬及建物含車位款245萬元,4,368,14.28,其他:第四種住宅區,,,97.17,住家用,鋼筋混凝土造,15,1010316,9,六層,0,21.41,高雄大學路209號六樓,楠梓區,藍田西段
買賣,房地(土地+建物),1,1,,1,1,1,Y,華廈(10F含以下有電梯),830000,,,,Y,1100103,,4,355,9.01,其他:住宅區(特),,,30.22,住家用,見其它登記事項,6,900907,19,三層,,,芎蕉五街157號三樓之6,楠梓區,芎蕉段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),6200000,,,,Y,1091215,,4,365,22.23,其他:第三種住宅區,,,126.13,見其它登記事項,見其它登記事項,15,1051115,4,二層,0,15.18,大學五十街72號二樓,楠梓區,藍田中段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),7560000,,,,Y,1091124,,4,368,11.76,其他:第三種商業區,,,146.69,見其它登記事項,見其它登記事項,23,1070502,3,四層,0,16.82,大學二十街17號四樓,楠梓區,藍田西段
買賣,房地(土地+建物)+車位,1,1,1,3,1,1,Y,住宅大樓(11F含以上有電梯),8200000,,,,Y,1091209,,4,368,12.43,其他:第三種商業區,,,146.66,見其它登記事項,見其它登記事項,23,1070502,3,二十三層,0,29.91,大學二十街25號二十三樓,楠梓區,藍田西段
買賣,房地(土地+建物)+車位,1,1,1,3,1,1,Y,住宅大樓(11F含以上有電梯),7950000,,,,Y,1091031,,4,368,10.75,其他:第三種商業區,,,133.57,見其它登記事項,見其它登記事項,23,1070502,2,十九層,0,16.82,大學二十街25號十九樓,楠梓區,藍田西段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8600000,,,,Y,1091126,,4,376,19.84,其他:第四種住宅區,,,159.02,見其它登記事項,見其它登記事項,15,1091103,0,七層,0,25.19,藍田路1166號七樓,楠梓區,援中段一小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8080000,,,,Y,1091127,,4,368,14.11,其他:第三種商業區,,,168.35,見其它登記事項,見其它登記事項,23,1070502,3,十四層,0,29.91,大學二十街27號十四樓,楠梓區,藍田西段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8150000,,,,Y,1091129,,4,368,14.11,其他:第三種商業區,,,168.35,見其它登記事項,見其它登記事項,23,1070502,3,十七層,0,29.91,大學二十街27號十七樓,楠梓區,藍田西段
買賣,房地(土地+建物),5,1,,3,2,1,Y,公寓(5F含以下無電梯),2900000,,,,N,1091217,,4,317,36.29,其他:第四種住宅區,,,81.84,,鋼筋混凝土造,4,680524,42,三層,,,益群路9巷9之3號,楠梓區,加昌段
買賣,房地(土地+建物),1,1,,5,2,2,Y,透天厝,7500000,,,,N,1091219,,4,349,55,其他:第四種住宅區,,,113.69,,鋼筋混凝土造,2,770213,33,一層;二層;屋頂突出物;夾層,,,德民路356巷53號,楠梓區,和平段五小段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),7580000,,,,Y,1091118,,4,382,23.67,其他:第三種住宅區,,,167.16,住家用,鋼筋混凝土造,15,1011123,8,十五層,0,24.28,德豐街165號十五樓,楠梓區,翠屏段一小段
買賣,房地(土地+建物),1,1,,6,2,2,Y,透天厝,11000000,,,,N,1091114,,4,315,72,其他:第四種住宅區,,,95.28,,鋼筋混凝土造,2,711216,38,一層;二層;騎樓,,,瑞屏路82巷76號,楠梓區,和平段二小段
買賣,房地(土地+建物),1,1,,1,0,1,Y,住宅大樓(11F含以上有電梯),700000,,,,Y,1091227,,4,353,1.8,其他:第三種商業區,,,15.24,見其它登記事項,鋼筋混凝土造,13,960604,14,五層,,,興楠路355巷85號五樓之11,楠梓區,清豐段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),7500000,,,,Y,1091214,,4,353,12.59,其他:第三種商業區,,,151.1,見其它登記事項,見其它登記事項,22,1070105,3,十三層,0,18.35,興西路138號十三樓,楠梓區,清豐段
買賣,房地(土地+建物),1,1,,3,2,2,Y,公寓(5F含以下無電梯),3050000,,,,N,1091123,,4,329,29.4,其他:第三種住宅區,,,78.55,,鋼筋混凝土造,5,701222,39,五層,,,啟昌街75號五樓之1,楠梓區,右昌段六小段
買賣,土地,1,0,,,,,Y,,420000000,,,,N,1091218,,4,362,4398.41,其他:第三種住宅區,,,,,,,,,,,,藍田東段13-1地號,楠梓區,藍田東段
買賣,房地(土地+建物),1,1,,4,2,3,Y,透天厝,7150000,,,,N,1091215,,4,349,55,其他:第四種住宅區,,,103.34,,鋼筋混凝土造,2,770213,33,一層;二層;屋頂突出物;夾層,,,德民路356巷67號,楠梓區,和平段五小段
買賣,房地(土地+建物),2,1,,1,2,2,Y,華廈(10F含以下有電梯),6500000,,,,Y,1091024,,4,358,29.9,其他:第四種住宅區,,,141.86,住商用,鋼筋混凝土造,7,851227,24,一層;二層;騎樓,,,智群路47號,楠梓區,加昌段二小段
買賣,房地(土地+建物),1,1,,,,,N,透天厝,168000000,,,,N,1091023,,4,323,753,其他:第四種住宅區,,,1001.54,見其它登記事項,鋼筋混凝土造,3,1010531,8,一層;二層;三層;屋頂突出物;騎樓,,,後昌路1111號,楠梓區,藍昌段三小段
買賣,房地(土地+建物),1,1,,5,2,7,Y,透天厝,50000000,,,,N,1081212,,4,344,218,其他:第三種住宅區,,,485.01,見其它登記事項,見其它登記事項,5,1090924,0,一層;二層;三層;四層;五層;騎樓,,,興楠路71號,楠梓區,楠都段二小段
買賣,房地(土地+建物)+車位,1,1,1,3,1,1,Y,住宅大樓(11F含以上有電梯),6750000,,,,Y,1091210,,4,368,10.75,其他:第三種商業區,,,133.57,見其它登記事項,見其它登記事項,23,1070502,3,四層,0,16.82,大學二十街25號四樓,楠梓區,藍田西段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),5200000,,,,Y,1091213,,4,345,10.37,其他:第五種住宅區,,,100.76,見其它登記事項,見其它登記事項,15,1060123,4,七層,,,朝明路116巷57號七樓,楠梓區,楠都段三小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8320000,,,,Y,1091222,,4,353,13.9,其他:第三種商業區,,,163.07,見其它登記事項,見其它登記事項,22,1070105,3,二十二層,0,30.31,興西路138號二十二樓,楠梓區,清豐段
買賣,房地(土地+建物),1,1,,3,2,3,Y,華廈(10F含以下有電梯),9900000,,,,Y,1091220,,4,349,18.34,其他:第三種住宅區,,,124.14,住商用,鋼筋混凝土造,9,851024,24,一層;二層;騎樓;夾層,,,德賢路592巷2號,楠梓區,和平段五小段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),9780000,,,1500000,Y,1091028,,4,335,18.78,其他:第四種住宅區,,,195.77,見其它登記事項,見其它登記事項,23,1090904,0,九層,1500000,32.49,楠梓路269巷11號九樓,楠梓區,楠梓段一小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,公寓(5F含以下無電梯),2800000,,,,N,1091106,,4,344,29.65,其他:第三種住宅區,,,76.62,,鋼筋混凝土造,5,701230,39,三層,,,興楠路203巷83之3號,楠梓區,楠都段二小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,透天厝,4200000,,,,N,1091115,,4,326,57,其他:第三種住宅區,,,70.3,,加強磚造,2,680806,41,一層;二層,,,三山街203巷1弄16號,楠梓區,右昌段三小段
買賣,房地(土地+建物),2,1,,4,2,4,Y,透天厝,11500000,,,,N,1071125,,4,344,95.5,其他:第三種住宅區,,,200.5,見其它登記事項,見其它登記事項,4,1090924,0,一層;二層;三層;四層;屋頂突出物,,,興盛街38巷10號,楠梓區,楠都段二小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8670000,,,1500000,Y,1080622,預售屋,4,362,30.39,其他:第三種住宅區,,,178.62,見其它登記事項,見其它登記事項,15,1091215,0,十層,1500000,33.04,大學南路132號十樓,楠梓區,藍田東段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8370000,,,1500000,Y,1080527,預售屋,4,362,30.39,其他:第三種住宅區,,,178.62,見其它登記事項,見其它登記事項,15,1091215,0,三層,1500000,33.04,大學南路132號三樓,楠梓區,藍田東段
買賣,房地(土地+建物),1,1,,5,1,4,Y,透天厝,15500000,,,,N,1091210,,4,368,121.85,其他:第三種住宅區,,,209.36,住家用,鋼筋混凝土造,4,991022,10,一層;二層;三層;四層,,,大學十街670巷37號,楠梓區,藍田西段
買賣,房地(土地+建物)+車位,1,1,1,3,1,2,Y,住宅大樓(11F含以上有電梯),7800000,,,1350000,Y,1080111,預售屋,4,362,28.28,其他:第三種住宅區,,,165.13,見其它登記事項,見其它登記事項,15,1091215,0,八層,1350000,33.04,大學南路126號八樓,楠梓區,藍田東段
買賣,房地(土地+建物)+車位,1,1,1,3,1,2,Y,住宅大樓(11F含以上有電梯),7800000,,,1350000,Y,1080111,預售屋,4,362,28.28,其他:第三種住宅區,,,165.13,見其它登記事項,見其它登記事項,15,1091215,0,七層,1350000,33.04,大學南路126號七樓,楠梓區,藍田東段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8530000,,,1400000,Y,1080219,預售屋,4,362,30.41,其他:第三種住宅區,,,178.91,見其它登記事項,見其它登記事項,15,1091215,0,九層,1400000,33.04,大學南路122號九樓,楠梓區,藍田東段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8720000,,,1500000,Y,1080414,預售屋,4,362,30.41,其他:第三種住宅區,,,178.91,見其它登記事項,見其它登記事項,15,1091215,0,十三層,1500000,33.04,大學南路122號十三樓,楠梓區,藍田東段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),9890000,,,1500000,Y,1090822,預售屋,4,362,33.62,其他:第三種住宅區,,,199.81,見其它登記事項,見其它登記事項,15,1091215,0,十四層,1500000,33.04,大學南路120號十四樓,楠梓區,藍田東段
買賣,房地(土地+建物)+車位,1,1,1,3,1,2,Y,住宅大樓(11F含以上有電梯),7920000,,,1400000,Y,1080727,預售屋,4,362,28.28,其他:第三種住宅區,,,165.13,見其它登記事項,見其它登記事項,15,1091215,0,十二層,1400000,33.04,大學南路128號十二樓,楠梓區,藍田東段
買賣,車位,0,0,1,,,,Y,,1300000,,,1300000,Y,1091203,,4,353,3.2,其他:第二種特定商業專用區,,,,,,,,,,1300000,15.34,清豐路211號等122戶共有部分,楠梓區,清豐段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8790000,,,,Y,1091216,,4,368,14.11,其他:第三種商業區,,,168.35,見其它登記事項,見其它登記事項,23,1070502,3,十八層,0,29.91,大學二十街27號十八樓,楠梓區,藍田西段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),8690000,,,,Y,1091213,,4,368,14.11,其他:第三種商業區,,,165.09,見其它登記事項,見其它登記事項,23,1070502,3,十五層,0,29.91,大學二十街7號十五樓,楠梓區,藍田西段
買賣,房地(土地+建物)+車位,1,1,1,3,1,1,Y,住宅大樓(11F含以上有電梯),7880000,,,,Y,1091126,,4,368,10.75,其他:第三種商業區,,,133.57,見其它登記事項,見其它登記事項,23,1070502,3,十七層,0,16.82,大學二十街25號十七樓,楠梓區,藍田西段
買賣,土地,1,0,,,,,Y,,65185786,,,,N,1091202,,4,376,501.14,其他:第三種商業區,,,,,,,,,,,,援中段一小段305-0地號,楠梓區,援中段一小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),5000000,,,,Y,1091121,,4,337,10.8,其他:第四種住宅區,,,116.71,住家用,鋼筋混凝土造,19,830628,26,四層,,,楠梓新路261巷16弄7號四樓,楠梓區,楠梓段三小段
買賣,房地(土地+建物),1,1,,2,0,1,Y,住宅大樓(11F含以上有電梯),3890000,,,,Y,1091117,,4,353,8.49,其他:第二種特定商業專用區,,,74.97,見其它登記事項,見其它登記事項,14,1060516,4,五層,,,清豐路213號五樓,楠梓區,清豐段
買賣,房地(土地+建物),1,1,,2,1,1,Y,住宅大樓(11F含以上有電梯),4150000,,,,Y,1091201,,4,368,8.96,其他:第三種商業區,,,90.61,見其它登記事項,見其它登記事項,15,1050819,4,二層,,,大學二十街60號二樓,楠梓區,藍田西段
買賣,房地(土地+建物),1,1,,6,1,3,Y,透天厝,7800000,,,,N,1091012,,4,329,91,其他:第三種住宅區,,,201.15,,鋼筋混凝土造,4,731204,36,一層;二層;三層;四層;騎樓;地下層,,,廣昌街163號,楠梓區,右昌段六小段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),9280000,,,,Y,1091114,,4,358,14.83,其他:第四種商業區,,,189.14,住家用,鋼筋混凝土造,15,1020531,7,九層,0,24.79,秀群路499巷7弄9號九樓,楠梓區,加昌段二小段
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,Y,住宅大樓(11F含以上有電梯),4560000,,,,Y,1100104,,4,337,12.05,其他:第四種住宅區,,,127.81,住家用,鋼筋混凝土造,19,830628,27,十五層,0,0.31,楠梓新路269號十五樓,楠梓區,楠梓段三小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),2000000,,,,Y,1091214,,4,327,14.33,其他:第四種商業區,,,91.39,住家用,鋼筋混凝土造,12,810625,28,十一層,,,萬昌街46號十一樓之2,楠梓區,右昌段四小段
買賣,房地(土地+建物),1,1,,3,1,2,Y,住宅大樓(11F含以上有電梯),12100000,,,,Y,1091219,夾層;1.夾層增建依現況交屋2.本件為店面1+夾(本室內無電梯，社區為15層之大樓有電梯),4,358,15.63,其他:第四種商業區,,,139.72,住商用,鋼筋混凝土造,15,1020531,8,一層;騎樓;夾層,,,秀群路461號,楠梓區,加昌段二小段
買賣,房地(土地+建物),1,1,,5,2,4,Y,透天厝,11400000,,,,N,1091220,未辦保存之建物一併移轉,4,323,62,其他:第四種商業區,,,256.1,住商用,鋼筋混凝土造,4,771111,32,一層;二層;三層;四層;屋頂突出物;騎樓;地下層,,,後昌路1233號,楠梓區,藍昌段三小段
買賣,房地(土地+建物),1,1,,3,2,2,Y,公寓(5F含以下無電梯),4300000,,,,N,1091220,,4,317,25.85,其他:第三種住宅區,,,105.92,,鋼筋混凝土造,5,700127,40,二層,,,壽民路205之2號,楠梓區,加昌段
買賣,房地(土地+建物),1,1,,3,2,2,Y,住宅大樓(11F含以上有電梯),4450000,,,,Y,1091223,,4,320,16.8,其他:第四種住宅區,,,129.83,住家用,鋼筋混凝土造,16,790914,30,八層,,,軍校路712巷4號八樓之2,楠梓區,莒光段三小段
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,Y,住宅大樓(11F含以上有電梯),4600000,,,,Y,1091116,,4,352,28.08,其他:第三種住宅區,,,169.77,住家用,鋼筋混凝土造,11,820513,28,四層,0,0,常德路240巷23弄76號四樓,楠梓區,清楠段
買賣,房地(土地+建物),2,1,,7,2,4,Y,透天厝,13000000,,,,N,1091222,,4,353,82.01,其他:第三種住宅區,,,212.05,住家用,鋼筋混凝土造,4,991230,10,一層;二層;三層;四層;屋頂突出物,,,土庫二路210巷1號,楠梓區,清豐段
買賣,房地(土地+建物),1,1,,5,2,4,Y,透天厝,15550000,,,,N,1091117,,4,355,80.6,其他:住宅區,,,205.4,見其它登記事項,見其它登記事項,5,1090610,0,一層;二層;三層;四層;五層,,,寶溪南街155號,楠梓區,芎蕉段
